DISCLAIMER,AnimalModuleReporter.report_daily_animal_population.sim_day (simulation day),AnimalModuleReporter.report_daily_animal_population.num_animals (animals),AnimalModuleReporter.report_daily_animal_population.AnimalType.CALF_deaths (animals),AnimalModuleReporter.report_daily_animal_population.AnimalType.HEIFER_I_deaths (animals),AnimalModuleReporter.report_daily_animal_population.AnimalType.HEIFER_II_deaths (animals),AnimalModuleReporter.report_daily_animal_population.AnimalType.HEIFER_III_deaths (animals),AnimalModuleReporter.report_daily_animal_population.AnimalType.LAC_COW_deaths (animals),AnimalModuleReporter.report_daily_animal_population.AnimalType.DRY_COW_deaths (animals),AnimalModuleReporter.report_daily_animal_population.num_calves (animals),AnimalModuleReporter.report_daily_animal_population.num_heiferIs (animals),AnimalModuleReporter.report_daily_animal_population.num_heiferIIs (animals),AnimalModuleReporter.report_daily_animal_population.num_heiferIIIs (animals),AnimalModuleReporter.report_daily_animal_population.num_lactating_cows (animals),AnimalModuleReporter.report_daily_animal_population.num_dry_cows (animals),AnimalModuleReporter.report_daily_animal_population.num_cows_total (animals)
,137,201,0,0,0,0,0,0,5,47,46,2,89,12,101
,138,201,0,0,0,0,0,0,5,47,46,2,89,12,101
,139,202,0,0,0,0,0,0,6,47,46,2,89,12,101
,140,202,0,0,0,0,0,0,4,49,46,2,89,12,101
,141,202,0,0,0,0,0,0,4,49,46,2,90,11,101
,142,202,0,0,0,0,0,0,4,49,46,2,90,11,101
,143,202,0,0,0,0,0,0,3,50,46,2,89,12,101
,144,202,0,0,0,0,1,0,4,50,46,2,89,11,100
,145,202,0,0,0,0,0,0,4,50,46,2,89,11,100
,146,202,0,0,0,0,0,0,4,50,46,2,89,11,100
,147,203,0,0,0,0,0,0,5,50,46,0,91,11,102
,148,203,0,0,0,0,0,0,5,50,46,0,91,11,102
,149,203,0,0,0,0,0,0,5,50,46,0,90,12,102
,150,203,0,0,0,0,0,0,4,51,46,0,90,12,102
,151,203,0,0,0,0,0,0,4,51,46,0,90,12,102
,152,203,0,0,0,0,0,0,4,51,45,1,91,11,102
,153,203,0,0,0,0,0,0,4,51,45,1,91,11,102
,154,203,0,0,0,0,0,0,4,51,45,1,91,11,102
,155,203,0,0,0,0,0,0,4,51,45,1,92,10,102
,156,202,0,0,0,0,0,0,4,51,44,1,92,10,102
,157,202,0,0,0,0,0,0,4,51,44,1,92,10,102
,158,202,0,0,0,0,0,0,4,51,43,2,92,10,102
,159,201,0,0,0,0,0,0,4,51,43,1,91,11,102
,160,201,0,0,0,0,0,0,4,51,43,1,92,10,102
,161,201,0,0,0,0,0,0,4,51,43,1,92,10,102
,162,202,0,0,0,0,0,0,5,51,43,1,93,9,102
,163,202,0,0,0,0,0,0,5,51,43,1,91,11,102
,164,202,0,0,0,0,0,0,5,51,43,1,91,11,102
,165,202,0,0,0,0,0,0,5,51,43,1,91,11,102
,166,202,0,0,0,0,0,0,5,50,44,1,90,12,102
,167,202,0,0,0,0,0,0,5,50,44,1,90,12,102
,168,203,0,0,0,0,0,0,6,50,43,2,91,11,102
,169,202,0,0,0,0,0,0,6,50,43,1,92,10,102
,170,202,0,0,0,0,0,0,6,50,43,1,92,10,102
,171,202,0,0,0,0,0,0,6,50,43,1,92,10,102
,172,204,0,0,0,0,0,0,8,50,43,0,94,9,103
,173,204,0,0,0,0,0,0,8,50,43,0,94,9,103
,174,204,0,0,0,0,0,0,7,51,43,0,93,10,103
,175,204,0,0,0,0,0,0,7,51,43,0,92,11,103
,176,204,0,0,0,0,0,0,7,51,43,0,92,11,103
,177,204,0,0,0,0,0,0,7,51,43,0,92,11,103
,178,204,0,0,0,0,0,0,7,51,43,0,92,11,103
,179,204,0,0,0,0,0,0,7,51,43,0,92,11,103
,180,204,0,0,0,0,0,0,7,51,43,0,92,11,103
,181,204,0,0,0,0,0,0,7,51,43,0,92,11,103
,182,203,0,0,0,0,0,0,7,51,42,0,90,13,103
,183,203,0,0,0,0,0,0,7,51,42,0,90,13,103
,184,204,0,0,0,0,0,0,8,51,41,1,91,12,103
,185,203,0,0,0,0,0,0,8,51,41,0,91,12,103
,186,203,0,0,0,0,0,0,8,51,41,0,91,12,103
,187,203,0,0,0,0,0,0,8,51,41,0,91,12,103
,188,202,0,0,0,0,1,0,8,51,41,0,89,13,102
,189,202,0,0,0,0,0,0,8,51,41,0,89,13,102
,190,202,0,0,0,0,0,0,8,51,41,0,89,13,102
,191,202,0,0,0,0,0,0,8,51,41,0,89,13,102
,192,202,0,0,0,0,0,0,8,51,40,1,88,14,102
,193,202,0,0,0,0,0,0,8,51,39,2,88,14,102
,194,200,0,0,0,0,0,0,8,51,39,1,87,14,101
,195,200,0,0,0,0,0,0,8,51,39,1,87,14,101
,196,200,0,0,0,0,0,0,8,51,39,1,87,14,101
,197,200,0,0,0,0,0,0,8,51,39,1,87,14,101
,198,200,0,0,0,0,0,0,8,51,39,1,87,14,101
,199,200,0,0,0,0,0,0,8,52,39,1,87,13,100
,200,200,0,0,0,0,0,0,8,52,39,1,87,13,100
,201,200,0,0,0,0,0,0,8,51,40,1,86,14,100
,202,200,0,0,0,0,0,0,8,51,40,1,86,14,100
,203,200,0,0,0,0,0,0,8,51,40,1,86,14,100
,204,200,0,0,0,0,0,0,7,52,40,1,86,14,100
,205,200,0,0,0,0,0,0,7,52,40,1,86,14,100
,206,200,0,0,0,0,0,0,7,52,40,1,85,15,100
,207,200,0,0,0,0,0,0,6,53,40,1,85,15,100
,208,200,0,0,0,0,0,0,6,53,39,2,85,15,100
,209,200,0,0,0,0,0,0,6,53,39,2,85,15,100
,210,202,0,0,0,0,0,0,8,52,40,2,86,14,100
,211,202,0,0,0,0,0,0,8,52,39,3,86,14,100
,212,202,0,0,0,0,0,0,8,52,39,2,87,14,101
,213,201,0,0,0,0,0,0,8,51,40,2,85,15,100
,214,201,0,0,0,0,0,0,8,51,39,3,84,16,100
,215,201,0,0,0,0,0,0,8,50,39,4,84,16,100
,216,200,0,0,0,0,0,0,8,50,39,3,85,15,100
,217,200,0,0,0,0,0,0,8,50,39,3,85,15,100
,218,200,0,0,0,0,0,0,8,50,39,3,85,15,100
,219,200,0,0,0,0,0,0,8,50,39,3,85,15,100
,220,200,0,0,0,0,0,0,8,50,39,3,85,15,100
,221,200,0,0,0,0,0,0,8,49,40,3,85,15,100
,222,200,0,0,0,0,0,0,7,50,39,4,87,13,100
,223,199,0,0,0,0,0,0,7,50,39,3,87,13,100
,224,199,0,0,0,0,0,0,7,50,39,3,87,13,100
,225,199,0,0,0,0,0,0,7,49,40,3,87,13,100
,226,199,0,0,0,0,0,0,7,49,40,3,87,13,100
,227,199,0,0,0,0,0,0,7,49,40,3,87,13,100
,228,199,0,0,0,0,0,0,6,50,40,2,88,13,101
,229,200,0,0,0,0,0,0,7,49,41,2,89,12,101
,230,199,0,0,0,0,0,0,7,49,39,4,88,12,100
,231,199,0,0,0,0,0,0,8,49,39,2,89,12,101
,232,199,0,0,0,0,0,0,7,51,38,2,91,10,101
,233,199,0,0,0,0,0,0,7,50,38,3,91,10,101
,234,197,0,0,0,0,0,0,7,50,38,1,91,10,101
,235,197,0,0,0,0,0,0,7,50,38,1,91,10,101
,236,197,0,0,0,0,0,0,7,50,38,1,91,10,101
,237,197,0,0,0,0,0,0,7,49,39,1,92,9,101
,238,197,0,0,0,0,0,0,7,49,39,1,92,9,101
,239,198,0,0,0,0,0,0,8,49,39,1,93,8,101
,240,198,0,0,0,0,0,0,8,48,40,1,93,8,101
,241,198,0,0,0,0,0,0,8,48,40,1,93,8,101
,242,198,0,0,0,0,0,0,8,48,40,1,93,8,101
,243,197,0,0,0,0,0,0,8,48,39,2,87,13,100
,244,197,0,0,0,0,0,0,7,49,38,3,87,13,100
,245,197,0,0,0,0,0,0,7,49,38,3,87,13,100
,246,197,0,0,0,0,0,0,7,49,38,3,87,13,100
,247,197,0,0,0,0,0,0,7,49,38,3,87,13,100
,248,196,0,0,0,0,0,0,7,49,37,4,86,13,99
,249,196,0,0,0,0,0,0,7,49,37,4,86,13,99
,250,197,0,0,0,0,0,0,8,49,37,3,85,15,100
,251,196,0,0,0,0,0,0,8,49,37,3,85,14,99
,252,196,0,0,0,0,0,0,8,48,38,3,85,14,99
,253,196,0,0,0,0,0,0,8,48,37,4,85,14,99
,254,196,0,0,0,0,0,0,8,48,37,4,85,14,99
,255,196,0,0,0,0,0,0,8,47,38,4,85,14,99
,256,196,0,0,0,0,0,0,8,47,38,4,85,14,99
,257,196,0,0,0,0,0,0,8,47,38,4,85,14,99
,258,196,0,0,0,0,0,0,8,47,38,4,85,14,99
,259,196,0,0,0,0,0,0,7,48,37,5,85,14,99
,260,195,0,0,0,0,0,0,7,47,38,4,85,14,99
,261,195,0,0,0,0,0,0,7,47,38,4,85,14,99
,262,195,0,0,0,0,0,0,7,47,37,5,85,14,99
,263,193,0,0,0,0,0,0,7,47,37,3,85,14,99
,264,193,0,0,0,0,0,0,8,47,37,2,86,13,99
,265,193,0,0,0,0,0,0,8,47,37,2,86,13,99
,266,193,0,0,0,0,0,0,8,47,37,2,85,14,99
,267,193,0,0,0,0,0,0,8,47,37,2,85,14,99
,268,195,0,0,0,0,0,0,10,47,37,1,89,11,100
,269,195,0,0,0,0,0,0,10,47,37,1,89,11,100
,270,195,0,0,0,0,0,0,8,49,37,1,89,11,100
,271,194,0,0,0,0,0,0,8,49,37,1,88,11,99
,272,195,0,0,0,0,0,0,8,49,37,2,88,11,99
,273,196,0,0,0,0,0,0,10,49,36,1,89,11,100
,274,197,0,0,0,0,0,0,11,49,36,1,90,10,100
,275,197,0,0,0,0,0,0,11,49,36,1,90,10,100
,276,196,0,0,0,0,0,0,11,49,36,1,89,10,99
,277,197,0,0,0,0,0,0,11,49,36,2,89,10,99
,278,198,0,0,0,0,0,0,12,49,35,2,89,11,100
,279,198,0,0,0,0,0,0,12,49,35,2,89,11,100
,280,198,0,0,0,0,0,0,12,46,36,4,89,11,100
,281,197,0,0,0,0,0,0,12,46,36,3,89,11,100
,282,197,0,0,0,0,0,0,12,46,35,4,89,11,100
,283,196,0,0,0,0,0,0,12,46,34,4,89,11,100
,284,195,0,0,0,0,0,0,12,46,34,3,90,10,100
,285,195,0,0,0,0,0,0,12,45,35,3,90,10,100
,286,195,0,0,0,0,0,0,12,45,35,3,85,15,100
,287,194,0,0,0,0,0,0,12,44,35,3,84,16,100
,288,194,0,0,0,0,0,0,12,44,35,3,83,17,100
,289,194,0,0,0,0,0,0,11,44,36,3,83,17,100
,290,194,0,0,0,0,0,0,11,44,36,3,83,17,100
,291,194,0,0,0,0,0,0,10,45,36,3,83,17,100
,292,194,0,0,0,0,0,0,9,46,36,3,83,17,100
,293,193,0,0,0,0,1,0,9,46,36,2,83,17,100
,294,193,0,0,0,0,0,0,9,46,36,2,83,17,100
,295,193,0,0,0,0,0,0,9,46,36,2,83,17,100
,296,193,0,0,0,0,0,0,9,46,36,2,79,21,100
,297,193,0,0,0,0,0,0,9,46,36,2,79,21,100
,298,194,0,0,0,0,0,0,10,46,36,1,78,23,101
,299,193,0,0,0,0,0,0,9,47,35,1,78,23,101
,300,194,0,0,0,0,0,0,10,47,35,0,79,23,102
,301,196,0,0,0,0,0,0,12,47,35,0,82,20,102
,302,197,0,0,0,0,0,0,13,47,35,0,82,20,102
,303,198,0,0,0,0,0,0,14,47,35,0,83,19,102
,304,198,0,0,0,0,0,0,14,47,35,0,84,18,102
,305,198,0,0,0,0,0,0,14,47,35,0,84,18,102
,306,198,0,0,0,0,0,0,14,47,34,1,81,21,102
,307,198,0,0,0,0,0,0,14,47,34,1,81,21,102
,308,198,0,0,0,0,0,0,14,47,34,1,81,21,102
,309,199,0,0,0,0,0,0,15,47,33,2,82,20,102
,310,198,0,0,0,0,0,0,14,48,33,1,82,20,102
,311,197,0,0,0,0,0,0,14,47,34,1,81,20,101
,312,197,0,0,0,0,0,0,14,47,34,1,81,20,101
,313,197,0,0,0,0,0,0,14,47,34,1,81,20,101
,314,197,0,0,0,0,0,0,14,46,35,1,81,20,101
,315,196,0,0,0,0,0,0,14,46,35,1,80,20,100
,316,196,0,0,0,0,0,0,14,46,35,1,80,20,100
,317,196,0,0,0,0,0,0,14,46,35,1,80,20,100
,318,196,0,0,0,0,0,0,14,46,34,2,80,20,100
,319,196,0,0,0,0,0,0,14,46,34,2,80,20,100
,320,196,0,0,0,0,0,0,14,46,34,2,80,20,100
,321,196,0,0,0,0,0,0,14,46,34,2,80,20,100
,322,196,0,0,0,0,0,0,14,45,35,2,80,20,100
,323,196,0,0,0,0,0,0,14,45,35,2,80,20,100
,324,196,0,0,0,0,0,0,13,46,34,3,80,20,100
,325,196,0,0,0,0,0,0,13,45,35,3,80,20,100
,326,197,0,0,0,0,0,0,14,45,35,2,79,22,101
,327,197,0,0,0,0,0,0,14,45,35,2,78,23,101
,328,197,0,0,0,0,0,0,12,47,35,2,78,23,101
,329,197,0,0,0,0,0,0,12,47,35,2,77,24,101
,330,197,0,0,0,0,0,0,12,47,35,2,77,24,101
,331,197,0,0,0,0,0,0,12,47,34,3,76,25,101
,332,196,0,0,0,0,0,0,12,47,33,3,76,25,101
,333,195,0,0,0,0,0,0,10,49,31,4,76,25,101
,334,194,0,0,0,0,0,0,10,49,32,2,76,25,101
,335,194,0,0,0,0,0,0,10,49,32,2,76,25,101
,336,194,0,0,0,0,0,0,10,48,33,2,76,25,101
,337,194,0,0,0,0,0,0,10,48,33,2,75,26,101
,338,194,0,0,0,0,0,0,10,49,33,1,75,26,101
,339,195,0,0,0,0,0,0,11,49,33,1,74,27,101
,340,195,0,0,0,0,0,0,11,49,33,1,75,26,101
,341,196,0,0,0,0,0,0,12,49,33,1,76,25,101
,342,194,0,0,0,0,1,0,12,49,33,1,75,24,99
,343,196,0,0,0,0,0,0,13,49,32,3,76,23,99
,344,195,0,0,0,0,0,0,13,49,32,1,78,22,100
,345,195,0,0,0,0,0,0,13,49,32,1,78,22,100
,346,195,0,0,0,0,0,0,13,49,32,1,78,22,100
,347,195,0,0,0,0,0,0,13,49,32,1,79,21,100
,348,195,0,0,0,0,0,0,13,49,32,1,79,21,100
,349,195,0,0,0,0,0,0,13,49,32,1,80,20,100
,350,194,0,0,0,0,0,0,13,49,32,1,79,20,99
,351,196,0,0,0,0,0,0,14,49,32,2,81,18,99
,352,197,0,0,0,0,0,0,16,49,32,1,81,18,99
,353,198,0,0,0,0,0,0,16,49,32,2,81,18,99
,354,198,0,0,0,0,0,0,16,49,32,1,82,18,100
,355,198,0,0,0,0,0,0,16,49,32,1,82,18,100
,356,198,0,0,0,0,0,0,16,48,33,1,82,18,100
,357,198,0,0,0,0,0,0,16,47,34,1,83,17,100
,358,198,0,0,0,0,0,0,15,48,33,2,83,17,100
,359,198,0,0,0,0,0,0,15,48,33,2,83,17,100
,360,198,0,0,0,0,0,0,14,48,34,2,84,16,100
,361,198,0,0,0,0,0,0,12,50,34,2,84,16,100
,362,197,0,0,0,0,0,0,11,51,34,2,82,17,99
,363,198,0,0,0,0,0,0,11,52,34,1,84,16,100
,364,198,0,0,0,0,0,0,11,52,34,1,84,16,100
,365,198,0,0,0,0,0,0,11,52,34,1,85,15,100
,366,198,0,0,0,0,0,0,11,52,34,1,86,14,100
,367,198,0,0,0,0,0,0,11,52,34,1,86,14,100
,368,198,0,0,0,0,0,0,11,52,34,1,85,15,100
,369,199,0,0,0,0,0,0,11,53,34,1,86,14,100
,370,199,0,0,0,0,0,0,11,53,34,1,86,14,100
,371,199,0,0,0,0,0,0,11,53,34,1,86,14,100
,372,199,0,0,0,0,0,0,11,52,35,1,86,14,100
,373,199,0,0,0,0,0,0,11,52,35,1,85,15,100
,374,199,0,0,0,0,0,0,11,52,34,2,85,15,100
,375,199,0,0,0,0,0,0,11,52,34,2,85,15,100
,376,198,0,0,0,0,0,0,11,52,33,2,84,16,100
,377,198,0,0,0,0,0,0,11,52,33,2,84,16,100
,378,198,0,0,0,0,0,0,11,52,33,1,84,17,101
,379,198,0,0,0,0,0,0,11,52,33,1,85,16,101
,380,198,0,0,0,0,0,0,11,51,34,1,85,16,101
,381,197,0,0,0,0,0,0,11,51,33,1,85,16,101
,382,197,0,0,0,0,0,0,11,51,33,1,85,16,101
,383,197,0,0,0,0,0,0,11,47,37,1,86,15,101
,384,197,0,0,0,0,0,0,11,47,37,1,86,15,101
,385,197,0,0,0,0,0,0,11,46,38,1,86,15,101
,386,196,0,0,0,0,0,0,10,47,38,1,86,14,100
,387,196,0,0,0,0,0,0,10,47,38,1,86,14,100
,388,196,0,0,0,0,0,0,10,47,38,1,86,14,100
,389,196,0,0,0,0,0,0,10,47,38,1,86,14,100
,390,196,0,0,0,0,0,0,10,47,38,1,86,14,100
,391,198,0,0,0,0,0,0,12,47,38,1,88,12,100
,392,199,0,0,0,0,0,0,13,47,38,1,88,12,100
,393,199,0,0,0,0,0,0,13,46,39,1,88,12,100
,394,200,0,0,0,0,0,0,13,47,39,0,90,11,101
,395,200,0,0,0,0,0,0,13,47,39,0,90,11,101
,396,199,0,0,0,0,1,0,13,47,39,0,89,11,100
,397,200,0,0,0,0,0,0,13,47,39,1,89,11,100
,398,201,0,0,0,0,0,0,13,48,39,0,91,10,101
,399,201,0,0,0,0,0,0,12,49,39,0,91,10,101
,400,201,0,0,0,0,0,0,12,49,39,0,91,10,101
,401,199,0,0,0,0,0,0,11,50,38,0,90,10,100
,402,200,0,0,0,0,0,0,11,50,38,1,92,8,100
,403,201,0,0,0,0,0,0,11,51,38,0,93,8,101
,404,200,0,0,0,0,0,0,11,51,38,0,92,8,100
,405,201,0,0,0,0,0,0,11,51,38,1,92,8,100
,406,200,0,0,0,0,0,0,11,51,37,0,93,8,101
,407,200,0,0,0,0,0,0,11,50,38,0,92,9,101
,408,200,0,0,0,0,0,0,11,50,38,0,92,9,101
,409,200,0,0,0,0,0,0,11,50,37,1,92,9,101
,410,200,0,0,0,0,0,0,11,49,38,1,92,9,101
,411,200,0,0,0,0,0,0,10,50,38,1,92,9,101
,412,200,0,0,0,0,0,0,8,52,38,1,92,9,101
,413,200,0,0,0,0,0,0,8,52,38,1,92,9,101
,414,201,0,0,0,0,0,0,9,51,39,1,92,9,101
,415,201,0,0,0,0,0,0,9,51,39,1,92,9,101
