DISCLAIMER,AnimalModuleReporter.report_daily_animal_population.sim_day (simulation day),AnimalModuleReporter.report_daily_animal_population.num_animals (animals),AnimalModuleReporter.report_daily_animal_population.AnimalType.CALF_deaths (animals),AnimalModuleReporter.report_daily_animal_population.AnimalType.HEIFER_I_deaths (animals),AnimalModuleReporter.report_daily_animal_population.AnimalType.HEIFER_II_deaths (animals),AnimalModuleReporter.report_daily_animal_population.AnimalType.HEIFER_III_deaths (animals),AnimalModuleReporter.report_daily_animal_population.AnimalType.LAC_COW_deaths (animals),AnimalModuleReporter.report_daily_animal_population.AnimalType.DRY_COW_deaths (animals),AnimalModuleReporter.report_daily_animal_population.num_calves (animals),AnimalModuleReporter.report_daily_animal_population.num_heiferIs (animals),AnimalModuleReporter.report_daily_animal_population.num_heiferIIs (animals),AnimalModuleReporter.report_daily_animal_population.num_heiferIIIs (animals),AnimalModuleReporter.report_daily_animal_population.num_lactating_cows (animals),AnimalModuleReporter.report_daily_animal_population.num_dry_cows (animals),AnimalModuleReporter.report_daily_animal_population.num_cows_total (animals)
,416,200,0,0,0,0,0,0,9,51,39,1,91,9,100
,417,200,0,0,0,0,0,0,9,51,39,1,90,10,100
,418,200,0,0,0,0,0,0,9,51,39,1,90,10,100
,419,200,0,0,0,0,0,0,9,51,39,1,89,11,100
,420,200,0,0,0,0,0,0,9,51,39,1,90,10,100
,421,200,0,0,0,0,0,0,9,51,39,1,90,10,100
,422,200,0,0,0,0,0,0,9,51,39,1,90,10,100
,423,200,0,0,0,0,0,0,8,52,39,1,90,10,100
,424,201,0,0,0,0,0,0,9,52,39,1,91,9,100
,425,201,0,0,0,0,0,0,9,52,39,1,90,10,100
,426,201,0,0,0,0,0,0,9,52,39,1,90,10,100
,427,200,0,0,0,0,0,0,9,51,40,1,89,10,99
,428,201,0,0,0,0,0,0,9,51,40,2,89,10,99
,429,203,0,0,0,0,0,0,10,52,40,0,92,9,101
,430,203,0,0,0,0,0,0,10,51,40,1,92,9,101
,431,203,0,0,0,0,0,0,10,51,39,2,93,8,101
,432,203,0,0,0,0,0,0,10,50,40,2,94,7,101
,433,203,0,0,0,0,0,0,10,50,40,2,94,7,101
,434,203,0,0,0,0,0,0,10,50,40,2,94,7,101
,435,203,0,0,0,0,0,0,10,49,41,2,94,7,101
,436,203,0,0,0,0,0,0,10,48,42,2,94,7,101
,437,203,0,0,0,0,0,0,10,48,42,2,93,8,101
,438,203,0,0,0,0,0,0,10,48,42,2,93,8,101
,439,202,0,0,0,0,0,0,10,48,42,2,92,8,100
,440,202,0,0,0,0,0,0,10,48,42,2,92,8,100
,441,202,0,0,0,0,0,0,10,48,42,2,92,8,100
,442,202,0,0,0,0,0,0,10,48,42,2,92,8,100
,443,201,0,0,0,0,0,0,10,48,41,2,92,8,100
,444,201,0,0,0,0,0,0,10,48,41,2,92,8,100
,445,201,0,0,0,0,0,0,10,48,41,2,92,8,100
,446,200,0,0,0,0,0,0,11,48,40,2,92,7,99
,447,200,0,0,0,0,0,0,11,48,39,3,92,7,99
,448,200,0,0,0,0,0,0,11,47,40,3,91,8,99
,449,200,0,0,0,0,0,0,11,46,41,3,91,8,99
,450,200,0,0,0,0,0,0,11,46,41,2,92,8,100
,451,201,0,0,0,0,0,0,10,48,41,1,93,8,101
,452,201,0,0,0,0,0,0,9,49,41,1,93,8,101
,453,201,0,0,0,0,0,0,9,49,41,1,92,9,101
,454,201,0,0,0,0,0,0,8,50,41,1,92,9,101
,455,201,0,0,0,0,0,0,8,50,41,1,91,10,101
,456,200,0,0,0,0,0,0,8,50,41,1,90,10,100
,457,200,0,0,0,0,0,0,8,50,41,1,91,9,100
,458,200,0,0,0,0,0,0,7,51,41,1,91,9,100
,459,200,0,0,0,0,0,0,7,51,41,1,91,9,100
,460,200,0,0,0,0,0,0,7,49,43,1,91,9,100
,461,200,0,0,0,0,0,0,7,49,43,1,91,9,100
,462,200,0,0,0,0,0,0,7,49,43,1,90,10,100
,463,199,0,0,0,0,0,0,6,49,44,1,89,10,99
,464,200,0,0,0,0,0,0,6,49,44,2,89,10,99
,465,200,0,0,0,0,0,0,6,49,44,1,89,11,100
,466,200,0,0,0,0,0,0,6,49,44,1,89,11,100
,467,201,0,0,0,0,0,0,7,49,44,0,90,11,101
,468,201,0,0,0,0,0,0,7,49,44,0,91,10,101
,469,202,0,0,0,0,0,0,8,49,44,0,91,10,101
,470,202,0,0,0,0,0,0,8,48,45,0,91,10,101
,471,202,0,0,0,0,0,0,8,48,45,0,91,10,101
,472,202,0,0,0,0,0,0,8,48,45,0,91,10,101
,473,201,0,0,0,0,1,0,8,48,45,0,90,10,100
,474,202,0,0,0,0,0,0,7,49,44,2,90,10,100
,475,203,0,0,0,0,0,0,8,49,44,1,90,11,101
,476,203,0,0,0,0,0,0,8,49,44,1,90,11,101
,477,203,0,0,0,0,0,0,8,49,44,1,89,12,101
,478,202,0,0,0,0,0,0,8,49,44,1,88,12,100
,479,202,0,0,0,0,0,0,8,49,44,1,88,12,100
,480,202,0,0,0,0,0,0,8,49,44,1,88,12,100
,481,203,0,0,0,0,0,0,9,49,44,1,89,11,100
,482,203,0,0,0,0,0,0,9,49,43,2,89,11,100
,483,203,0,0,0,0,0,0,9,49,43,2,88,12,100
,484,203,0,0,0,0,0,0,8,50,43,2,88,12,100
,485,203,0,0,0,0,0,0,8,50,43,2,88,12,100
,486,203,0,0,0,0,0,0,8,50,43,2,88,12,100
,487,202,0,0,0,0,0,0,8,50,43,2,88,11,99
,488,202,0,0,0,0,0,0,8,50,43,2,88,11,99
,489,203,0,0,0,0,0,0,7,52,43,2,89,10,99
,490,203,0,0,0,0,0,0,7,52,42,3,89,10,99
,491,203,0,0,0,0,0,0,7,52,41,4,89,10,99
,492,203,0,0,0,0,0,0,7,52,41,4,88,11,99
,493,203,0,0,0,0,0,0,7,52,41,4,88,11,99
,494,203,0,0,0,0,0,0,7,51,42,3,89,11,100
,495,203,0,0,0,0,0,0,7,51,41,4,89,11,100
,496,202,0,0,0,0,0,0,7,51,41,3,89,11,100
,497,202,0,0,0,0,0,0,7,51,41,3,89,11,100
,498,202,0,0,0,0,0,0,7,51,41,3,89,11,100
,499,202,0,0,0,0,0,0,7,51,41,3,89,11,100
,500,202,0,0,0,0,0,0,7,51,40,4,89,11,100
,501,201,0,0,0,0,0,0,7,51,40,3,89,11,100
,502,202,0,0,0,0,0,0,8,51,40,2,91,10,101
,503,202,0,0,0,0,0,0,8,51,40,2,90,11,101
,504,201,0,0,0,0,0,0,8,51,39,2,90,11,101
,505,201,0,0,0,0,0,0,8,51,39,2,89,12,101
,506,201,0,0,0,0,0,0,7,52,39,2,89,12,101
,507,201,0,0,0,0,0,0,7,52,39,2,89,12,101
,508,201,0,0,0,0,0,0,7,52,39,2,89,12,101
,509,201,0,0,0,0,0,0,7,52,38,3,88,13,101
,510,200,0,0,0,0,0,0,7,52,38,1,89,13,102
,511,201,0,0,0,0,0,0,7,53,37,1,91,12,103
,512,200,0,0,0,0,0,0,7,53,37,0,91,12,103
,513,200,0,0,0,0,0,0,7,53,37,0,91,12,103
,514,200,0,0,0,0,0,0,7,53,37,0,91,12,103
,515,200,0,0,0,0,0,0,7,53,37,0,90,13,103
,516,198,0,0,0,0,0,0,7,53,37,0,89,12,101
,517,198,0,0,0,0,0,0,7,53,37,0,89,12,101
,518,198,0,0,0,0,0,0,7,53,37,0,89,12,101
,519,197,0,0,0,0,0,0,7,52,37,1,88,12,100
,520,197,0,0,0,0,0,0,7,52,37,1,88,12,100
,521,197,0,0,0,0,0,0,7,52,37,1,88,12,100
,522,197,0,0,0,0,0,0,7,52,37,1,88,12,100
,523,197,0,0,0,0,0,0,7,52,36,2,88,12,100
,524,197,0,0,0,0,0,0,7,51,37,2,89,11,100
,525,197,0,0,0,0,0,0,7,51,37,2,89,11,100
,526,197,0,0,0,0,0,0,7,51,37,2,90,10,100
,527,197,0,0,0,0,0,0,6,51,38,2,90,10,100
,528,197,0,0,0,0,0,0,6,51,38,2,92,8,100
,529,197,0,0,0,0,0,0,5,52,38,2,92,8,100
,530,197,0,0,0,0,0,0,5,52,38,2,92,8,100
,531,197,0,0,0,0,0,0,5,52,38,2,92,8,100
,532,198,0,0,0,0,0,0,6,52,37,3,93,7,100
,533,198,0,0,0,0,0,0,6,52,37,3,93,7,100
,534,198,0,0,0,0,0,0,6,52,37,3,93,7,100
,535,197,0,0,0,0,0,0,5,53,36,3,93,7,100
,536,196,0,0,0,0,1,0,5,53,36,3,92,7,99
,537,196,0,0,0,0,0,0,5,53,36,3,92,7,99
,538,196,0,0,0,0,0,0,5,53,36,3,92,7,99
,539,196,0,0,0,0,0,0,5,53,36,2,93,7,100
,540,196,0,0,0,0,0,0,5,53,36,2,93,7,100
,541,196,0,0,0,0,0,0,4,54,36,2,93,7,100
,542,196,0,0,0,0,0,0,4,53,37,2,93,7,100
,543,196,0,0,0,0,0,0,5,53,37,1,92,8,100
,544,196,0,0,0,0,0,0,5,53,37,1,91,9,100
,545,196,0,0,0,0,0,0,5,53,37,1,91,9,100
,546,196,0,0,0,0,0,0,5,53,37,1,91,9,100
,547,196,0,0,0,0,0,0,5,53,37,1,91,9,100
,548,194,0,0,0,0,0,0,5,52,37,1,90,9,99
,549,195,0,0,0,0,0,0,4,53,37,2,90,9,99
,550,196,0,0,0,0,0,0,5,53,37,1,91,9,100
,551,196,0,0,0,0,0,0,5,53,37,1,92,8,100
,552,196,0,0,0,0,0,0,5,51,39,0,93,8,101
,553,196,0,0,0,0,0,0,5,51,39,0,93,8,101
,554,196,0,0,0,0,0,0,5,51,39,0,94,7,101
,555,196,0,0,0,0,0,0,5,51,38,1,94,7,101
,556,196,0,0,0,0,0,0,5,51,38,1,95,6,101
,557,194,0,0,0,0,0,0,5,51,37,1,93,7,100
,558,194,0,0,0,0,0,0,5,51,37,1,93,7,100
,559,194,0,0,0,0,0,0,5,51,37,1,93,7,100
,560,194,0,0,0,0,0,0,5,51,37,1,93,7,100
,561,194,0,0,0,0,0,0,5,51,37,1,93,7,100
,562,194,0,0,0,0,0,0,4,52,37,1,93,7,100
,563,194,0,0,0,0,0,0,4,52,37,1,93,7,100
,564,194,0,0,0,0,0,0,4,51,38,1,93,7,100
,565,194,0,0,0,0,0,0,4,51,38,1,93,7,100
,566,194,0,0,0,0,0,0,4,51,38,1,93,7,100
,567,192,0,0,0,0,0,0,4,51,38,1,91,7,98
,568,194,0,0,0,0,0,0,4,51,36,5,91,7,98
,569,194,0,0,0,0,0,0,4,51,36,3,94,6,100
,570,194,0,0,0,0,0,0,4,51,36,3,94,6,100
,571,195,0,0,0,0,0,0,4,52,36,3,95,5,100
,572,195,0,0,0,0,0,0,4,52,36,3,95,5,100
,573,194,0,0,0,0,0,0,4,52,36,3,94,5,99
,574,194,0,0,0,0,0,0,4,52,36,3,94,5,99
,575,194,0,0,0,0,0,0,4,52,36,2,95,5,100
,576,194,0,0,0,0,0,0,4,52,35,3,96,4,100
,577,194,0,0,0,0,0,0,4,52,35,3,96,4,100
,578,194,0,0,0,0,0,0,4,52,35,3,96,4,100
,579,195,0,0,0,0,0,0,5,51,36,3,97,3,100
,580,195,0,0,0,0,0,0,5,51,36,3,97,3,100
,581,194,0,0,0,0,0,0,5,51,35,3,97,3,100
,582,194,0,0,0,0,0,0,5,51,35,3,97,3,100
,583,194,0,0,0,0,0,0,5,51,35,3,97,3,100
,584,194,0,0,0,0,0,0,5,51,34,4,97,3,100
,585,193,0,0,0,0,0,0,5,51,34,3,97,3,100
,586,193,0,0,0,0,0,0,5,51,33,4,97,3,100
,587,192,0,0,0,0,0,0,5,51,33,3,97,3,100
,588,192,0,0,0,0,0,0,5,51,33,1,99,3,102
,589,192,0,0,0,0,0,0,5,51,33,1,99,3,102
,590,192,0,0,0,0,0,0,5,49,35,1,99,3,102
,591,192,0,0,0,0,0,0,5,49,35,1,99,3,102
,592,193,0,0,0,0,0,0,5,50,35,1,100,2,102
,593,193,0,0,0,0,0,0,5,50,35,1,99,3,102
,594,193,0,0,0,0,0,0,5,50,35,1,99,3,102
,595,193,0,0,0,0,0,0,5,50,35,1,99,3,102
,596,194,0,0,0,0,0,0,6,50,35,0,100,3,103
,597,194,0,0,0,0,0,0,6,50,35,0,100,3,103
,598,194,0,0,0,0,0,0,6,50,35,0,101,2,103
,599,194,0,0,0,0,0,0,6,50,35,0,100,3,103
,600,193,0,0,0,0,0,0,6,50,34,1,98,4,102
,601,193,0,0,0,0,0,0,6,50,34,1,98,4,102
,602,192,0,0,0,0,0,0,6,50,34,1,96,5,101
,603,192,0,0,0,0,0,0,5,51,34,1,96,5,101
,604,192,0,0,0,0,0,0,5,51,34,1,94,7,101
,605,192,0,0,0,0,0,0,5,51,34,1,94,7,101
,606,191,0,0,0,0,0,0,5,51,34,1,93,7,100
,607,191,0,0,0,0,0,0,5,51,34,1,93,7,100
,608,191,0,0,0,0,0,0,5,51,34,1,91,9,100
,609,191,0,0,0,0,0,0,5,50,35,1,89,11,100
,610,190,0,0,0,0,0,0,4,51,35,1,87,12,99
,611,191,0,0,0,0,0,0,4,50,35,3,87,12,99
,612,191,0,0,0,0,0,0,4,49,36,2,88,12,100
,613,190,0,0,0,0,0,0,4,49,35,2,88,12,100
,614,190,0,0,0,0,0,0,4,49,35,2,88,12,100
,615,191,0,0,0,0,0,0,5,49,35,2,89,11,100
,616,191,0,0,0,0,0,0,5,49,35,2,89,11,100
,617,190,0,0,0,0,0,0,5,49,35,2,89,10,99
,618,190,0,0,0,0,0,0,5,49,35,2,89,10,99
,619,190,0,0,0,0,0,0,5,48,36,2,89,10,99
,620,190,0,0,0,0,0,0,5,48,36,1,90,10,100
,621,190,0,0,0,0,0,0,5,48,36,1,90,10,100
,622,190,0,0,0,0,0,0,5,48,36,1,90,10,100
,623,190,0,0,0,0,0,0,5,48,36,1,90,10,100
,624,190,0,0,0,0,0,0,5,48,36,1,90,10,100
,625,190,0,0,0,0,0,0,5,48,36,1,90,10,100
,626,190,0,0,0,0,0,0,5,48,36,1,90,10,100
,627,190,0,0,0,0,0,0,5,48,36,1,90,10,100
,628,190,0,0,0,0,0,0,5,48,36,1,90,10,100
,629,190,0,0,0,0,0,0,5,48,36,1,89,11,100
,630,190,0,0,0,0,0,0,5,47,36,2,89,11,100
,631,190,0,0,0,0,0,0,4,48,36,1,90,11,101
,632,190,0,0,0,0,0,0,4,48,36,1,90,11,101
,633,190,0,0,0,0,0,0,4,48,36,1,90,11,101
,634,190,0,0,0,0,0,0,4,48,36,1,89,12,101
,635,190,0,0,0,0,0,0,4,48,36,1,88,13,101
,636,189,0,0,0,0,1,0,4,48,36,1,87,13,100
,637,188,0,0,0,0,0,0,4,48,36,1,84,15,99
,638,189,0,0,0,0,0,0,4,48,36,2,84,15,99
,639,189,0,0,0,0,0,0,3,49,36,1,85,15,100
,640,189,0,0,0,0,0,0,3,49,36,1,84,16,100
,641,189,0,0,0,0,0,0,3,49,36,1,83,17,100
,642,189,0,0,0,0,0,0,3,49,36,1,82,18,100
,643,189,0,0,0,0,0,0,3,49,36,1,82,18,100
,644,188,0,0,0,0,0,0,3,48,37,1,79,20,99
,645,189,0,0,0,0,0,0,3,48,37,2,77,22,99
,646,189,0,0,0,0,0,0,4,48,37,1,77,22,99
,647,190,0,0,0,0,0,0,4,48,37,2,77,22,99
,648,191,0,0,0,0,0,0,5,46,38,2,78,22,100
,649,191,0,0,0,0,0,0,5,46,38,2,78,22,100
,650,191,0,0,0,0,0,0,5,46,38,1,79,22,101
,651,192,0,0,0,0,0,0,6,46,38,1,80,21,101
,652,192,0,0,0,0,0,0,5,47,38,1,80,21,101
,653,192,0,0,0,0,0,0,5,45,39,2,78,23,101
,654,192,0,0,0,0,0,0,5,44,40,2,79,22,101
,655,192,0,0,0,0,0,0,5,44,40,2,79,22,101
,656,192,0,0,0,0,0,0,4,45,40,2,79,22,101
,657,192,0,0,0,0,0,0,4,45,40,2,79,22,101
,658,192,0,0,0,0,0,0,4,44,41,2,78,23,101
,659,192,0,0,0,0,0,0,4,44,41,2,77,24,101
,660,192,0,0,0,0,0,0,4,44,41,2,77,24,101
,661,192,0,0,0,0,0,0,4,44,41,2,78,23,101
,662,192,0,0,0,0,0,0,4,44,40,3,77,24,101
,663,191,0,0,0,0,0,0,4,44,40,2,77,24,101
,664,191,0,0,0,0,0,0,4,44,40,2,77,24,101
,665,191,0,0,0,0,0,0,4,44,40,2,77,24,101
,666,192,0,0,0,0,0,0,5,44,39,3,79,22,101
,667,191,0,0,0,0,0,0,5,44,39,2,79,22,101
,668,191,0,0,0,0,0,0,5,44,38,2,80,22,102
,669,189,0,0,0,0,0,0,5,44,37,1,82,20,102
,670,189,0,0,0,0,0,0,5,44,37,1,82,20,102
,671,190,0,0,0,0,0,0,6,44,36,2,83,19,102
,672,188,0,0,0,0,0,0,6,44,36,1,82,19,101
,673,190,0,0,0,0,0,0,8,44,36,0,83,19,102
,674,190,0,0,0,0,0,0,8,44,36,0,82,20,102
,675,189,0,0,0,0,0,0,7,45,36,0,80,21,101
,676,189,0,0,0,0,0,0,7,45,36,0,80,21,101
,677,189,0,0,0,0,0,0,7,45,36,0,80,21,101
,678,189,0,0,0,0,0,0,7,44,37,0,80,21,101
,679,188,0,0,0,0,0,0,7,44,36,1,79,21,100
,680,187,0,0,0,0,0,0,7,43,37,1,77,22,99
,681,187,0,0,0,0,0,0,7,41,38,3,76,22,98
,682,187,0,0,0,0,0,0,7,40,39,2,77,22,99
,683,187,0,0,0,0,0,0,7,39,40,2,77,22,99
,684,187,0,0,0,0,0,0,7,39,40,2,77,22,99
,685,186,0,0,0,0,0,0,7,39,39,2,76,23,99
,686,186,0,0,0,0,0,0,7,39,39,2,76,23,99
,687,187,0,0,0,0,0,0,8,39,38,3,76,23,99
,688,187,0,0,0,0,0,0,8,39,38,3,76,23,99
,689,187,0,0,0,0,0,0,8,38,39,3,76,23,99
,690,187,0,0,0,0,0,0,8,38,39,3,76,23,99
,691,187,0,0,0,0,0,0,8,38,39,3,76,23,99
,692,189,0,0,0,0,0,0,10,38,38,4,78,21,99
,693,189,0,0,0,0,0,0,10,38,38,4,77,22,99
,694,191,0,0,0,0,0,0,12,38,38,4,79,20,99
,695,191,0,0,0,0,0,0,12,38,38,4,79,20,99
,696,191,0,0,0,0,0,0,12,38,38,4,79,20,99
,697,191,0,0,0,0,0,0,12,38,38,4,79,20,99
,698,191,0,0,0,0,0,0,12,38,38,4,79,20,99
,699,191,0,0,0,0,0,0,12,38,38,3,80,20,100
,700,193,0,0,0,0,0,0,14,38,38,3,82,18,100
,701,193,0,0,0,0,0,0,14,38,37,3,83,18,101
,702,193,0,0,0,0,0,0,15,38,37,2,85,16,101
,703,193,0,0,0,0,0,0,15,38,37,2,85,16,101
,704,193,0,0,0,0,0,0,15,38,37,2,87,14,101
,705,193,0,0,0,0,0,0,15,38,37,2,87,14,101
,706,193,0,0,0,0,0,0,14,38,37,3,87,14,101
,707,192,0,0,0,0,0,0,14,38,37,1,88,14,102
,708,192,0,0,0,0,0,0,13,39,37,1,88,14,102
,709,193,0,0,0,0,0,0,14,39,37,1,89,13,102
,710,193,0,0,0,0,0,0,14,39,37,1,89,13,102
,711,192,0,0,0,0,0,0,13,40,35,2,89,13,102
,712,192,0,0,0,0,0,0,14,40,35,0,91,12,103
,713,193,0,0,0,0,0,0,15,40,35,0,91,12,103
,714,193,0,0,0,0,0,0,15,39,36,0,91,12,103
,715,193,0,0,0,0,0,0,15,39,36,0,91,12,103
,716,193,0,0,0,0,0,0,15,39,36,0,91,12,103
,717,193,0,0,0,0,0,0,15,39,36,0,91,12,103
,718,193,0,0,0,0,0,0,15,38,37,0,91,12,103
,719,193,0,0,0,0,0,0,15,37,38,0,90,13,103
,720,193,0,0,0,0,0,0,15,37,37,1,91,12,103
,721,192,0,0,0,0,0,0,15,36,38,0,91,12,103
,722,191,0,0,0,0,0,0,15,36,38,0,90,12,102
,723,191,0,0,0,0,0,0,15,35,39,0,89,13,102
,724,191,0,0,0,0,0,0,15,35,38,1,90,12,102
,725,191,0,0,0,0,0,0,15,35,38,1,89,13,102
,726,191,0,0,0,0,0,0,14,36,38,1,89,13,102
,727,191,0,0,0,0,0,0,14,36,38,1,89,13,102
,728,191,0,0,0,0,0,0,15,36,38,1,89,12,101
,729,191,0,0,0,0,0,0,15,36,38,1,89,12,101
,730,191,0,0,0,0,0,0,15,36,38,1,89,12,101
,731,191,0,0,0,0,0,0,14,36,38,2,89,12,101
,732,191,0,0,0,0,0,0,14,34,40,2,89,12,101
,733,191,0,0,0,0,0,0,12,36,39,3,89,12,101
,734,189,0,0,0,0,0,0,12,36,38,3,87,13,100
,735,186,0,0,0,0,0,0,12,36,38,3,84,13,97
,736,187,0,0,0,0,0,0,12,36,38,4,84,13,97
,737,188,0,0,0,0,0,0,13,36,38,3,85,13,98
,738,188,0,0,0,0,0,0,13,36,38,3,84,14,98
,739,188,0,0,0,0,0,0,13,36,38,3,84,14,98
,740,187,0,0,0,0,0,0,13,36,37,3,84,14,98
,741,187,0,0,0,0,0,0,13,36,37,3,84,14,98
,742,187,0,0,0,0,0,0,13,36,37,3,84,14,98
,743,187,0,0,0,0,0,0,13,35,38,3,83,15,98
,744,187,0,0,0,0,0,0,13,35,38,2,83,16,99
,745,188,0,0,0,0,0,0,14,35,38,2,84,15,99
,746,188,0,0,0,0,0,0,14,35,38,2,84,15,99
,747,187,0,0,0,0,1,0,13,36,38,2,83,15,98
,748,188,0,0,0,0,0,0,13,36,38,3,83,15,98
,749,190,0,0,0,0,0,0,15,35,39,2,85,14,99
,750,190,0,0,0,0,0,0,15,35,39,2,85,14,99
,751,191,0,0,0,0,0,0,16,35,39,1,87,13,100
,752,192,0,0,0,0,0,0,15,37,39,1,88,12,100
,753,192,0,0,0,0,0,0,15,37,39,1,88,12,100
,754,192,0,0,0,0,0,0,13,39,39,0,89,12,101
,755,192,0,0,0,0,0,0,13,39,39,0,89,12,101
,756,192,0,0,0,0,0,0,13,39,39,0,89,12,101
,757,191,0,0,0,0,1,0,13,39,39,0,88,12,100
,758,192,0,0,0,0,0,0,13,39,39,1,87,13,100
,759,193,0,0,0,0,0,0,14,39,39,0,88,13,101
,760,193,0,0,0,0,0,0,12,41,39,0,87,14,101
,761,193,0,0,0,0,0,0,12,41,39,0,87,14,101
,762,192,0,0,0,0,0,0,11,42,39,0,85,15,100
,763,193,0,0,0,0,0,0,11,42,39,1,85,15,100
,764,194,0,0,0,0,0,0,12,42,39,0,86,15,101
,765,194,0,0,0,0,0,0,12,42,39,0,85,16,101
,766,194,0,0,0,0,0,0,12,42,39,0,85,16,101
,767,194,0,0,0,0,0,0,12,42,38,1,84,17,101
,768,194,0,0,0,0,0,0,12,42,38,1,83,18,101
,769,193,0,0,0,0,0,0,11,43,36,2,83,18,101
,770,194,0,0,0,0,0,0,12,43,36,2,85,16,101
,771,194,0,0,0,0,0,0,12,41,38,2,85,16,101
,772,193,0,0,0,0,0,1,11,41,39,2,86,14,100
,773,193,0,0,0,0,0,0,10,42,39,2,86,14,100
,774,193,0,0,0,0,0,0,10,41,40,2,86,14,100
,775,192,0,0,0,0,0,0,10,41,39,2,86,14,100
,776,192,0,0,0,0,0,0,10,41,39,2,86,14,100
,777,191,0,0,0,0,0,0,10,41,39,2,85,14,99
,778,191,0,0,0,0,0,0,10,40,40,2,85,14,99
,779,193,0,0,0,0,0,0,12,40,40,2,87,12,99
,780,193,0,0,0,0,0,0,12,40,40,2,86,13,99
,781,194,0,0,0,0,0,0,13,40,40,2,88,11,99
,782,194,0,0,0,0,0,0,13,40,40,2,87,12,99
,783,194,0,0,0,0,0,0,13,39,41,2,87,12,99
,784,194,0,0,0,0,0,0,13,39,41,2,87,12,99
,785,194,0,0,0,0,0,0,13,39,41,2,87,12,99
,786,194,0,0,0,0,0,0,13,39,41,2,88,11,99
,787,194,0,0,0,0,0,0,13,39,41,1,88,12,100
,788,194,0,0,0,0,0,0,12,40,41,1,88,12,100
,789,194,0,0,0,0,1,0,13,40,41,0,88,12,100
,790,195,0,0,0,0,0,0,13,40,41,1,88,12,100
,791,195,0,0,0,0,0,0,13,40,41,0,90,11,101
,792,195,0,0,0,0,0,0,13,40,41,0,90,11,101
,793,195,0,0,0,0,0,0,13,40,41,0,90,11,101
,794,195,0,0,0,0,0,0,13,39,42,0,90,11,101
,795,195,0,0,0,0,0,0,13,39,42,0,89,12,101
,796,196,0,0,0,0,0,0,14,39,42,0,90,11,101
,797,195,0,0,0,0,0,0,13,40,42,0,89,11,100
,798,196,0,0,0,0,0,0,13,40,42,1,89,11,100
,799,196,0,0,0,0,0,0,13,40,42,0,91,10,101
,800,196,0,0,0,0,0,0,13,40,42,0,91,10,101
,801,196,0,0,0,0,0,0,13,40,42,0,91,10,101
,802,195,0,0,0,0,0,0,13,40,42,0,90,10,100
,803,196,0,0,0,0,0,0,13,40,42,1,89,11,100
,804,196,0,0,0,0,0,0,13,39,42,1,89,12,101
,805,195,0,0,0,0,0,0,12,40,42,1,88,12,100
,806,195,0,0,0,0,0,0,12,40,42,1,88,12,100
,807,195,0,0,0,0,0,0,12,40,42,1,88,12,100
,808,196,0,0,0,0,0,0,13,40,41,2,89,11,100
,809,195,0,0,0,0,0,0,11,40,43,2,88,11,99
,810,194,0,0,0,0,0,0,11,40,43,2,87,11,98
,811,195,0,0,0,0,0,0,10,41,43,3,87,11,98
,812,195,0,0,0,0,0,0,10,42,43,2,87,11,98
,813,196,0,0,0,0,0,0,10,42,43,3,87,11,98
,814,197,0,0,0,0,0,0,11,42,43,2,89,10,99
,815,197,0,0,0,0,0,0,11,42,43,2,89,10,99
,816,197,0,0,0,0,0,0,11,42,42,3,89,10,99
,817,198,0,0,0,0,0,0,12,42,42,3,90,9,99
,818,199,0,0,0,0,0,0,13,42,42,3,91,8,99
,819,199,0,0,0,0,0,0,12,43,42,3,90,9,99
,820,199,0,0,0,0,0,0,12,43,42,3,90,9,99
,821,199,0,0,0,0,0,0,12,43,42,3,89,10,99
,822,199,0,0,0,0,0,0,12,43,42,3,89,10,99
,823,199,0,0,0,0,0,0,12,43,42,3,90,9,99
,824,200,0,0,0,0,0,0,12,44,42,2,91,9,100
,825,200,0,0,0,0,0,0,12,44,42,2,90,10,100
,826,200,0,0,0,0,0,0,12,43,43,2,90,10,100
,827,199,0,0,0,0,0,0,12,43,42,2,90,10,100
,828,200,0,0,0,0,0,0,13,43,41,2,91,10,101
,829,200,0,0,0,0,0,0,13,43,41,2,91,10,101
,830,200,0,0,0,0,0,0,12,44,41,2,91,10,101
,831,201,0,0,0,0,0,0,13,43,42,2,92,9,101
,832,201,0,0,0,0,0,0,13,43,41,3,92,9,101
,833,200,0,0,0,0,0,0,13,43,40,3,92,9,101
,834,199,0,0,0,0,0,0,13,43,40,2,92,9,101
,835,199,0,0,0,0,0,0,13,43,40,2,92,9,101
,836,199,0,0,0,0,0,0,13,43,40,1,93,9,102
,837,198,0,0,0,0,0,0,13,43,40,1,92,9,101
,838,198,0,0,0,0,0,0,13,43,40,1,92,9,101
,839,197,0,0,0,0,0,0,11,45,39,1,93,8,101
,840,197,0,0,0,0,0,0,11,45,39,1,93,8,101
,841,197,0,0,0,0,0,0,10,46,39,1,93,8,101
,842,197,0,0,0,0,0,0,10,46,39,1,93,8,101
,843,197,0,0,0,0,0,0,10,46,39,1,92,9,101
,844,197,0,0,0,0,0,0,10,46,39,1,92,9,101
,845,197,0,0,0,0,0,0,10,46,39,1,91,10,101
,846,197,0,0,0,0,0,0,10,46,39,1,91,10,101
,847,197,0,0,0,0,0,0,10,45,40,1,90,11,101
,848,197,0,0,0,0,0,0,11,45,40,0,90,11,101
,849,198,0,0,0,0,0,0,11,45,40,1,90,11,101
