DISCLAIMER,AnimalModuleReporter.report_herd_statistics_data.simulation_day (day),AnimalModuleReporter.report_daily_ration_per_pen.ration_daily_feed_totals_for_pen_0_CALF.202 (kg),AnimalModuleReporter.report_daily_ration_per_pen.ration_daily_feed_totals_for_pen_0_CALF.216 (kg),AnimalModuleReporter.report_daily_ration_per_pen.ration_daily_feed_totals_for_pen_0_CALF.dry_matter_intake_total (kg),AnimalModuleReporter.report_daily_ration_per_pen.ration_daily_feed_totals_for_pen_0_CALF.byproducts_total (kg),AnimalModuleReporter.report_daily_ration_per_pen.ration_daily_feed_totals_for_pen_1_GROWING.50 (kg),AnimalModuleReporter.report_daily_ration_per_pen.ration_daily_feed_totals_for_pen_1_GROWING.110 (kg),AnimalModuleReporter.report_daily_ration_per_pen.ration_daily_feed_totals_for_pen_1_GROWING.95 (kg),AnimalModuleReporter.report_daily_ration_per_pen.ration_daily_feed_totals_for_pen_1_GROWING.104 (kg),AnimalModuleReporter.report_daily_ration_per_pen.ration_daily_feed_totals_for_pen_1_GROWING.44 (kg),AnimalModuleReporter.report_daily_ration_per_pen.ration_daily_feed_totals_for_pen_1_GROWING.301 (kg),AnimalModuleReporter.report_daily_ration_per_pen.ration_daily_feed_totals_for_pen_1_GROWING.302 (kg),AnimalModuleReporter.report_daily_ration_per_pen.ration_daily_feed_totals_for_pen_1_GROWING.dry_matter_intake_total (kg),AnimalModuleReporter.report_daily_ration_per_pen.ration_daily_feed_totals_for_pen_1_GROWING.byproducts_total (kg),AnimalModuleReporter.report_daily_ration_per_pen.ration_daily_feed_totals_for_pen_2_CLOSE_UP.50 (kg),AnimalModuleReporter.report_daily_ration_per_pen.ration_daily_feed_totals_for_pen_2_CLOSE_UP.110 (kg),AnimalModuleReporter.report_daily_ration_per_pen.ration_daily_feed_totals_for_pen_2_CLOSE_UP.95 (kg),AnimalModuleReporter.report_daily_ration_per_pen.ration_daily_feed_totals_for_pen_2_CLOSE_UP.104 (kg),AnimalModuleReporter.report_daily_ration_per_pen.ration_daily_feed_totals_for_pen_2_CLOSE_UP.44 (kg),AnimalModuleReporter.report_daily_ration_per_pen.ration_daily_feed_totals_for_pen_2_CLOSE_UP.301 (kg),AnimalModuleReporter.report_daily_ration_per_pen.ration_daily_feed_totals_for_pen_2_CLOSE_UP.302 (kg),AnimalModuleReporter.report_daily_ration_per_pen.ration_daily_feed_totals_for_pen_2_CLOSE_UP.dry_matter_intake_total (kg),AnimalModuleReporter.report_daily_ration_per_pen.ration_daily_feed_totals_for_pen_2_CLOSE_UP.byproducts_total (kg),AnimalModuleReporter.report_daily_ration_per_pen.ration_daily_feed_totals_for_pen_3_LAC_COW.44 (kg),AnimalModuleReporter.report_daily_ration_per_pen.ration_daily_feed_totals_for_pen_3_LAC_COW.51 (kg),AnimalModuleReporter.report_daily_ration_per_pen.ration_daily_feed_totals_for_pen_3_LAC_COW.66 (kg),AnimalModuleReporter.report_daily_ration_per_pen.ration_daily_feed_totals_for_pen_3_LAC_COW.110 (kg),AnimalModuleReporter.report_daily_ration_per_pen.ration_daily_feed_totals_for_pen_3_LAC_COW.167 (kg),AnimalModuleReporter.report_daily_ration_per_pen.ration_daily_feed_totals_for_pen_3_LAC_COW.301 (kg),AnimalModuleReporter.report_daily_ration_per_pen.ration_daily_feed_totals_for_pen_3_LAC_COW.dry_matter_intake_total (kg),AnimalModuleReporter.report_daily_ration_per_pen.ration_daily_feed_totals_for_pen_3_LAC_COW.byproducts_total (kg)
"Under construction, use the results with caution.",0,60.0,60.0,120.0,0.0,1352.3006065451932,1169.5332440690097,478.26349961833455,478.26349961833455,170.7607474230037,121.84490831745575,676.3726479958036,4447.339153587134,676.3726479957995,452.9914164253568,202.0421892729025,187.41016564500384,187.41016564500384,27.12603467089895,27.12603467089895,252.01823344490353,1336.1242397749681,252.018233444904,644.692921,6217.481417,900.103896,2794.788627,483.519593,684.986253,11725.572707,1383.6234890000005
,1,63.0,63.0,126.0,0.0,1352.3006065451932,1169.5332440690097,478.26349961833455,478.26349961833455,170.7607474230037,121.84490831745575,676.3726479958036,4447.339153587134,676.3726479957995,419.43649669014525,187.07610117861344,173.52793115278132,173.52793115278132,25.11669876935088,25.11669876935088,233.35021615268846,1237.1520738657116,233.35021615268886,654.585907,6312.890339,913.9162319999999,2837.675409,490.93933100000004,695.497551,11905.504769,1404.8555630000005
,2,63.0,63.0,126.0,0.0,1352.3006065451932,1169.5332440690097,478.26349961833455,478.26349961833455,170.7607474230037,121.84490831745575,676.3726479958036,4447.339153587134,676.3726479957995,542.4712023859212,241.95175752434005,224.42945762426385,224.42945762426385,32.4842637416938,32.4842637416938,301.7996128908104,1600.050015532987,301.7996128908111,654.585907,6312.890339,913.9162319999999,2837.675409,490.93933100000004,695.497551,11905.504769,1404.8555630000005
,3,69.0,69.0,138.0,0.0,1362.4175686889228,1178.2828693363588,481.84153078754906,481.84153078754906,172.03825924911095,122.75646623504271,681.4327924945254,4480.611017579058,681.4327924945212,413.84401006760993,184.5817531628986,171.21422540407758,171.21422540407758,24.7818094524262,24.7818094524262,230.23887993731927,1220.6567128808354,230.23887993731967,690.860189,6662.723053,964.561464,2994.926943,518.145037,734.038977,12565.255663,1482.7065010000006
,4,69.0,69.0,138.0,0.0,1355.6729272597697,1172.4497858247928,479.45617667473937,479.45617667473937,171.18658469837277,122.1487609566514,678.0593628287108,4458.429774917777,678.0593628287068,419.43649669014525,187.07610117861344,173.52793115278132,173.52793115278132,25.11669876935088,25.11669876935088,233.35021615268846,1237.1520738657116,233.35021615268886,694.1578509999999,6694.526027,969.165576,3009.222537,520.618283,737.5427430000001,12625.233016999999,1489.7838590000006
,5,69.0,69.0,138.0,0.0,1355.6729272597697,1172.4497858247928,479.45617667473937,479.45617667473937,171.18658469837277,122.1487609566514,678.0593628287108,4458.429774917777,678.0593628287068,408.25152344507467,182.08740514718374,168.90051965537384,168.90051965537384,24.44692013550152,24.44692013550152,227.1275437219501,1204.1613518959591,227.12754372195045,697.455513,6726.329001,973.769688,3023.518131,523.091529,741.046509,12685.210371,1496.8612170000006
,6,70.5,70.5,141.0,0.0,1355.6729272597697,1172.4497858247928,479.45617667473937,479.45617667473937,171.18658469837277,122.1487609566514,678.0593628287108,4458.429774917777,678.0593628287068,397.06655020000414,177.09870911575405,164.27310815796633,164.27310815796633,23.777141501652164,23.777141501652164,220.90487129121175,1171.170629926207,220.9048712912121,699.104344,6742.230488,976.071744,3030.665928,524.328152,742.798392,12715.199048000002,1500.3998960000006
,7,70.5,70.5,141.0,0.0,1355.6729272597697,1172.4497858247928,479.45617667473937,479.45617667473937,171.18658469837277,122.1487609566514,678.0593628287108,4458.429774917777,678.0593628287068,397.06655020000414,177.09870911575405,164.27310815796633,164.27310815796633,23.777141501652164,23.777141501652164,220.90487129121175,1171.170629926207,220.9048712912121,700.7531749999999,6758.131974999999,978.3738,3037.813725,525.564775,744.550275,12745.187725,1503.9385750000006
,8,72.0,72.0,144.0,0.0,1355.6729272597697,1172.4497858247928,479.45617667473937,479.45617667473937,171.18658469837277,122.1487609566514,678.0593628287108,4458.429774917777,678.0593628287068,380.28909033239836,169.61566506860953,157.3319909118551,157.3319909118551,22.77247355087813,22.77247355087813,211.5708626451042,1121.6845469715784,211.5708626451045,705.699668,6805.836436,985.2799679999999,3059.2571159999998,529.274644,749.805924,12835.153755999998,1514.5546120000006
,9,72.0,72.0,144.0,0.0,1362.4175686889228,1178.2828693363588,481.84153078754906,481.84153078754906,172.03825924911095,122.75646623504271,681.4327924945254,4480.611017579058,681.4327924945212,346.73417059718673,154.64957697432044,143.44975641963256,143.44975641963256,20.76313764933006,20.76313764933006,192.90284535288913,1022.7123810623215,192.90284535288936,715.5926539999999,6901.245358,999.0923039999999,3102.143898,536.694382,760.317222,13015.085818,1535.7866860000006
