DISCLAIMER,AnimalModuleReporter.report_herd_statistics_data.simulation_day (day),AnimalModuleReporter.report_daily_ration_per_pen.ration_daily_feed_totals_for_pen_0_CALF.202 (kg),AnimalModuleReporter.report_daily_ration_per_pen.ration_daily_feed_totals_for_pen_0_CALF.216 (kg),AnimalModuleReporter.report_daily_ration_per_pen.ration_daily_feed_totals_for_pen_0_CALF.dry_matter_intake_total (kg),AnimalModuleReporter.report_daily_ration_per_pen.ration_daily_feed_totals_for_pen_0_CALF.byproducts_total (kg),AnimalModuleReporter.report_daily_ration_per_pen.ration_daily_feed_totals_for_pen_1_GROWING.50 (kg),AnimalModuleReporter.report_daily_ration_per_pen.ration_daily_feed_totals_for_pen_1_GROWING.110 (kg),AnimalModuleReporter.report_daily_ration_per_pen.ration_daily_feed_totals_for_pen_1_GROWING.95 (kg),AnimalModuleReporter.report_daily_ration_per_pen.ration_daily_feed_totals_for_pen_1_GROWING.104 (kg),AnimalModuleReporter.report_daily_ration_per_pen.ration_daily_feed_totals_for_pen_1_GROWING.44 (kg),AnimalModuleReporter.report_daily_ration_per_pen.ration_daily_feed_totals_for_pen_1_GROWING.301 (kg),AnimalModuleReporter.report_daily_ration_per_pen.ration_daily_feed_totals_for_pen_1_GROWING.302 (kg),AnimalModuleReporter.report_daily_ration_per_pen.ration_daily_feed_totals_for_pen_1_GROWING.dry_matter_intake_total (kg),AnimalModuleReporter.report_daily_ration_per_pen.ration_daily_feed_totals_for_pen_1_GROWING.byproducts_total (kg),AnimalModuleReporter.report_daily_ration_per_pen.ration_daily_feed_totals_for_pen_2_CLOSE_UP.50 (kg),AnimalModuleReporter.report_daily_ration_per_pen.ration_daily_feed_totals_for_pen_2_CLOSE_UP.110 (kg),AnimalModuleReporter.report_daily_ration_per_pen.ration_daily_feed_totals_for_pen_2_CLOSE_UP.95 (kg),AnimalModuleReporter.report_daily_ration_per_pen.ration_daily_feed_totals_for_pen_2_CLOSE_UP.104 (kg),AnimalModuleReporter.report_daily_ration_per_pen.ration_daily_feed_totals_for_pen_2_CLOSE_UP.44 (kg),AnimalModuleReporter.report_daily_ration_per_pen.ration_daily_feed_totals_for_pen_2_CLOSE_UP.301 (kg),AnimalModuleReporter.report_daily_ration_per_pen.ration_daily_feed_totals_for_pen_2_CLOSE_UP.302 (kg),AnimalModuleReporter.report_daily_ration_per_pen.ration_daily_feed_totals_for_pen_2_CLOSE_UP.dry_matter_intake_total (kg),AnimalModuleReporter.report_daily_ration_per_pen.ration_daily_feed_totals_for_pen_2_CLOSE_UP.byproducts_total (kg),AnimalModuleReporter.report_daily_ration_per_pen.ration_daily_feed_totals_for_pen_3_LAC_COW.44 (kg),AnimalModuleReporter.report_daily_ration_per_pen.ration_daily_feed_totals_for_pen_3_LAC_COW.51 (kg),AnimalModuleReporter.report_daily_ration_per_pen.ration_daily_feed_totals_for_pen_3_LAC_COW.66 (kg),AnimalModuleReporter.report_daily_ration_per_pen.ration_daily_feed_totals_for_pen_3_LAC_COW.110 (kg),AnimalModuleReporter.report_daily_ration_per_pen.ration_daily_feed_totals_for_pen_3_LAC_COW.167 (kg),AnimalModuleReporter.report_daily_ration_per_pen.ration_daily_feed_totals_for_pen_3_LAC_COW.301 (kg),AnimalModuleReporter.report_daily_ration_per_pen.ration_daily_feed_totals_for_pen_3_LAC_COW.dry_matter_intake_total (kg),AnimalModuleReporter.report_daily_ration_per_pen.ration_daily_feed_totals_for_pen_3_LAC_COW.byproducts_total (kg)
"Under construction, use the results with caution.",0,58.5,58.5,117.0,0.0,1368.0466797648855,1183.1511896684149,483.8323591210571,483.8323591210571,172.74907103903848,123.26366006431392,684.2482735686916,4499.123592347458,684.2482735686955,442.4368465766253,197.33466431382226,183.0435626323649,183.0435626323649,26.494005856948355,26.494005856948355,246.14628101578626,1304.9929288848607,246.14628101578626,993.4812059999999,4531.912905,1366.646103,2079.23724,745.517463,552.8374230000001,10269.63234,2112.1635660000006
,1,60.0,60.0,120.0,0.0,1368.0466797648855,1183.1511896684149,483.8323591210571,483.8323591210571,172.74907103903848,123.26366006431392,684.2482735686916,4499.123592347458,684.2482735686955,420.0349809271759,187.3430357409705,173.77553414465024,173.77553414465024,25.15253720596363,25.15253720596363,233.68317817954392,1238.917337548918,233.68317817954392,1003.5929739999999,4578.039245,1380.555987,2100.39996,753.1054270000001,558.4642670000001,10374.15786,2133.6614140000015
,2,58.5,58.5,117.0,0.0,1368.0466797648855,1183.1511896684149,483.8323591210571,483.8323591210571,172.74907103903848,123.26366006431392,684.2482735686916,4499.123592347458,684.2482735686955,543.2452419991475,242.29699289165515,224.74969082708097,224.74969082708097,32.53061478637963,32.53061478637963,302.2302437788768,1602.3330898966005,302.2302437788768,1006.120916,4589.57083,1384.0334579999999,2105.69064,755.002418,559.870978,10400.28924,2139.0358760000017
,3,67.5,67.5,135.0,0.0,1374.8698552250596,1189.0521931081576,486.2454880942295,486.2454880942295,173.61066241579178,123.87844141126811,687.6609831625505,4521.5631115112865,687.6609831625543,397.6331152777266,177.35140716811873,164.50750565693554,164.50750565693554,23.811068554978903,23.811068554978903,221.22007534330157,1172.8417462129757,221.22007534330157,1071.8474079999999,4889.39204,1474.447704,2243.24832,804.3241840000001,596.445464,11079.705119999999,2278.7718880000075
,4,64.5,64.5,129.0,0.0,1381.6930306852337,1194.9531965479002,488.6586170674018,488.6586170674018,174.4722537925451,124.4932227582223,691.0736927564092,4544.002630675113,691.0736927564132,408.8340481024513,182.3472214545446,169.14151990079287,169.14151990079287,24.481802880471268,24.481802880471268,227.45162676142274,1205.8795418809468,227.45162676142274,1066.791524,4866.32887,1467.492762,2232.66696,800.530202,593.6320420000001,11027.44236,2268.022964000007
,5,66.0,66.0,132.0,0.0,1378.2814429551465,1192.0026948280288,487.45205258081563,487.45205258081563,174.04145810416844,124.1858320847452,689.3673379594799,4532.782871093201,689.3673379594837,414.4345145148136,184.84512859775754,171.45852702272154,171.45852702272154,24.81717004321745,24.81717004321745,230.56740247048333,1222.3984397149325,230.56740247048333,1066.791524,4866.32887,1467.492762,2232.66696,800.530202,593.6320420000001,11027.44236,2268.022964000007
,6,64.5,64.5,129.0,0.0,1385.1046184153206,1197.9036982677717,489.865181553988,489.865181553988,174.90304948092174,124.80061343169939,692.7800475533386,4555.222390257028,692.7800475533426,408.8340481024513,182.3472214545446,169.14151990079287,169.14151990079287,24.481802880471268,24.481802880471268,227.45162676142274,1205.8795418809468,227.45162676142274,1069.319466,4877.860455,1470.970233,2237.95764,802.427193,595.038753,11053.57374,2273.3974260000073
,7,64.5,64.5,129.0,0.0,1378.2814429551465,1192.0026948280288,487.45205258081563,487.45205258081563,174.04145810416844,124.1858320847452,689.3673379594799,4532.782871093201,689.3673379594837,420.0349809271759,187.3430357409705,173.77553414465024,173.77553414465024,25.15253720596363,25.15253720596363,233.68317817954392,1238.917337548918,233.68317817954392,1069.319466,4877.860455,1470.970233,2237.95764,802.427193,595.038753,11053.57374,2273.3974260000073
,8,63.0,63.0,126.0,0.0,1381.6930306852337,1194.9531965479002,488.6586170674018,488.6586170674018,174.4722537925451,124.4932227582223,691.0736927564092,4544.002630675113,691.0736927564132,403.2335816900889,179.84931431133168,166.8245127788642,166.8245127788642,24.146435717725083,24.146435717725083,224.33585105236216,1189.3606440469614,224.33585105236216,1076.903292,4912.45521,1481.402646,2253.82968,808.1181660000001,599.2588860000001,11131.96788,2289.520812000008
,9,66.0,66.0,132.0,0.0,1381.6930306852337,1194.9531965479002,488.6586170674018,488.6586170674018,174.4722537925451,124.4932227582223,691.0736927564092,4544.002630675113,691.0736927564132,380.83171604063955,169.85768573847992,157.55648429114953,157.55648429114953,22.804967066740357,22.804967066740357,211.87274821611982,1123.285052711019,211.87274821611982,1087.01506,4958.58155,1495.31253,2274.9924,815.70613,604.88573,11236.4934,2311.018660000009
