DISCLAIMER,AnimalModuleReporter.report_herd_statistics_data.simulation_day (day),AnimalModuleReporter.report_daily_ration_per_pen.ration_daily_feed_totals_for_pen_0_CALF.202 (kg),AnimalModuleReporter.report_daily_ration_per_pen.ration_daily_feed_totals_for_pen_0_CALF.216 (kg),AnimalModuleReporter.report_daily_ration_per_pen.ration_daily_feed_totals_for_pen_0_CALF.dry_matter_intake_total (kg),AnimalModuleReporter.report_daily_ration_per_pen.ration_daily_feed_totals_for_pen_0_CALF.byproducts_total (kg),AnimalModuleReporter.report_daily_ration_per_pen.ration_daily_feed_totals_for_pen_1_GROWING.50 (kg),AnimalModuleReporter.report_daily_ration_per_pen.ration_daily_feed_totals_for_pen_1_GROWING.110 (kg),AnimalModuleReporter.report_daily_ration_per_pen.ration_daily_feed_totals_for_pen_1_GROWING.95 (kg),AnimalModuleReporter.report_daily_ration_per_pen.ration_daily_feed_totals_for_pen_1_GROWING.104 (kg),AnimalModuleReporter.report_daily_ration_per_pen.ration_daily_feed_totals_for_pen_1_GROWING.44 (kg),AnimalModuleReporter.report_daily_ration_per_pen.ration_daily_feed_totals_for_pen_1_GROWING.301 (kg),AnimalModuleReporter.report_daily_ration_per_pen.ration_daily_feed_totals_for_pen_1_GROWING.302 (kg),AnimalModuleReporter.report_daily_ration_per_pen.ration_daily_feed_totals_for_pen_1_GROWING.dry_matter_intake_total (kg),AnimalModuleReporter.report_daily_ration_per_pen.ration_daily_feed_totals_for_pen_1_GROWING.byproducts_total (kg),AnimalModuleReporter.report_daily_ration_per_pen.ration_daily_feed_totals_for_pen_2_CLOSE_UP.50 (kg),AnimalModuleReporter.report_daily_ration_per_pen.ration_daily_feed_totals_for_pen_2_CLOSE_UP.110 (kg),AnimalModuleReporter.report_daily_ration_per_pen.ration_daily_feed_totals_for_pen_2_CLOSE_UP.95 (kg),AnimalModuleReporter.report_daily_ration_per_pen.ration_daily_feed_totals_for_pen_2_CLOSE_UP.104 (kg),AnimalModuleReporter.report_daily_ration_per_pen.ration_daily_feed_totals_for_pen_2_CLOSE_UP.44 (kg),AnimalModuleReporter.report_daily_ration_per_pen.ration_daily_feed_totals_for_pen_2_CLOSE_UP.301 (kg),AnimalModuleReporter.report_daily_ration_per_pen.ration_daily_feed_totals_for_pen_2_CLOSE_UP.302 (kg),AnimalModuleReporter.report_daily_ration_per_pen.ration_daily_feed_totals_for_pen_2_CLOSE_UP.dry_matter_intake_total (kg),AnimalModuleReporter.report_daily_ration_per_pen.ration_daily_feed_totals_for_pen_2_CLOSE_UP.byproducts_total (kg),AnimalModuleReporter.report_daily_ration_per_pen.ration_daily_feed_totals_for_pen_3_LAC_COW.44 (kg),AnimalModuleReporter.report_daily_ration_per_pen.ration_daily_feed_totals_for_pen_3_LAC_COW.51 (kg),AnimalModuleReporter.report_daily_ration_per_pen.ration_daily_feed_totals_for_pen_3_LAC_COW.66 (kg),AnimalModuleReporter.report_daily_ration_per_pen.ration_daily_feed_totals_for_pen_3_LAC_COW.110 (kg),AnimalModuleReporter.report_daily_ration_per_pen.ration_daily_feed_totals_for_pen_3_LAC_COW.167 (kg),AnimalModuleReporter.report_daily_ration_per_pen.ration_daily_feed_totals_for_pen_3_LAC_COW.301 (kg),AnimalModuleReporter.report_daily_ration_per_pen.ration_daily_feed_totals_for_pen_3_LAC_COW.dry_matter_intake_total (kg),AnimalModuleReporter.report_daily_ration_per_pen.ration_daily_feed_totals_for_pen_3_LAC_COW.byproducts_total (kg)
"Under construction, use the results with caution.",0,58.5,58.5,117.0,0.0,1354.0309077852964,1171.0296900609437,478.8754493005875,478.8754493005875,170.9792399176435,122.00081181623521,677.238083111291,4453.029631292585,677.2380831112932,465.071063739307,207.42992577399178,192.40771884789916,192.40771884789916,27.84938818261927,27.84938818261927,258.73865080009824,1371.753854374434,258.738650800098,631.011293,6085.534672,906.0568549999999,2735.477953,473.258567,670.4496690000001,11501.789009,1379.3154220000083
,1,58.5,58.5,117.0,0.0,1357.407543465559,1173.9499636022429,480.0696524160503,480.0696524160503,171.40562206207653,122.30505324221086,678.9269561365062,4464.134443340696,678.9269561365085,442.65800042656934,197.43330284512473,183.13505769860282,183.13505769860282,26.50724899309545,26.50724899309545,246.26931823141882,1305.6452348865093,246.2693182314186,635.877704,6132.466816,913.04444,2756.574184,476.90837600000003,675.620232,11590.491752,1389.9528160000086
,2,55.5,55.5,111.0,0.0,1364.1608148260843,1179.7905106848411,482.4580586469759,482.4580586469759,172.25838635094257,122.91353609416215,682.3047021869365,4486.344067436919,682.3047021869389,577.1363803029955,257.41304041832717,238.7710245943809,238.7710245943809,34.560084130238366,34.560084130238366,321.0853136434954,1702.2969518140567,321.0853136434951,634.2555669999999,6116.822768,910.715245,2749.542107,475.691773,673.896711,11560.924171,1386.4070180000085
,3,66.0,66.0,132.0,0.0,1364.1608148260843,1179.7905106848411,482.4580586469759,482.4580586469759,172.25838635094257,122.91353609416215,682.3047021869365,4486.344067436919,682.3047021869389,437.0547345983849,194.93414711290794,180.81689241127873,180.81689241127873,26.171714195714493,26.171714195714493,243.15198508924897,1289.1180800145282,243.15198508924874,676.4311289999999,6523.568016,971.274315,2932.3761090000003,507.32345100000003,718.708257,12329.681277,1478.5977660000112
,4,64.5,64.5,129.0,0.0,1364.1608148260843,1179.7905106848411,482.4580586469759,482.4580586469759,172.25838635094257,122.91353609416215,682.3047021869365,4486.344067436919,682.3047021869389,442.65800042656934,197.43330284512473,183.13505769860282,183.13505769860282,26.50724899309545,26.50724899309545,246.26931823141882,1305.6452348865093,246.2693182314186,676.4311289999999,6523.568016,971.274315,2932.3761090000003,507.32345100000003,718.708257,12329.681277,1478.5977660000112
,5,66.0,66.0,132.0,0.0,1364.1608148260843,1179.7905106848411,482.4580586469759,482.4580586469759,172.25838635094257,122.91353609416215,682.3047021869365,4486.344067436919,682.3047021869389,431.4514687702005,192.43499138069117,178.49872712395464,178.49872712395464,25.836179398333538,25.836179398333538,240.0346519470791,1272.5909251425471,240.03465194707888,679.675403,6554.8561119999995,975.9327049999999,2946.440263,509.756657,722.155299,12388.816439,1485.6893620000114
,6,67.5,67.5,135.0,0.0,1364.1608148260843,1179.7905106848411,482.4580586469759,482.4580586469759,172.25838635094257,122.91353609416215,682.3047021869365,4486.344067436919,682.3047021869389,414.6416712856472,184.93752418404088,171.5442312619824,171.5442312619824,24.829575006190673,24.829575006190673,230.68265252056952,1223.0094605266038,230.68265252056932,682.919677,6586.144208,980.591095,2960.504417,512.1898630000001,725.602341,12447.951600999999,1492.7809580000117
,7,69.0,69.0,138.0,0.0,1367.5374505063469,1182.7107842261403,483.65226176243874,483.65226176243874,172.6847684953756,123.2177775201378,683.9935752121518,4497.4488794850295,683.9935752121542,392.2286079729095,174.9409012551738,162.27157011268605,162.27157011268605,23.487435816666853,23.487435816666853,218.2133199518901,1156.9008410386793,218.2133199518899,687.786088,6633.076352,987.57868,2981.600648,515.8396720000001,730.772904,12536.654343999999,1503.418352000012
,8,72.0,72.0,144.0,0.0,1367.5374505063469,1182.7107842261403,483.65226176243874,483.65226176243874,172.6847684953756,123.2177775201378,683.9935752121518,4497.4488794850295,683.9935752121542,381.0220763165407,169.94258979074027,157.63523953803787,157.63523953803787,22.816366221904943,22.816366221904943,211.97865366755036,1123.846531294717,211.9786536675502,691.030362,6664.364448,992.2370699999999,2995.6648020000002,518.272878,734.219946,12595.789506,1510.5099480000122
,9,73.5,73.5,147.0,0.0,1367.5374505063469,1182.7107842261403,483.65226176243874,483.65226176243874,172.6847684953756,123.2177775201378,683.9935752121518,4497.4488794850295,683.9935752121542,369.81554466017184,164.94427832630672,152.9989089633897,152.9989089633897,22.145296627143033,22.145296627143033,205.74398738321065,1090.7922215507547,205.74398738321048,695.8967729999999,6711.296592,999.224655,3016.761033,521.922687,739.3905090000001,12684.492249,1521.1473420000125
