DISCLAIMER,AnimalModuleReporter.report_herd_statistics_data.simulation_day (day),AnimalModuleReporter.report_daily_ration_per_pen.ration_daily_feed_totals_for_pen_0_CALF.202 (kg),AnimalModuleReporter.report_daily_ration_per_pen.ration_daily_feed_totals_for_pen_0_CALF.216 (kg),AnimalModuleReporter.report_daily_ration_per_pen.ration_daily_feed_totals_for_pen_0_CALF.dry_matter_intake_total (kg),AnimalModuleReporter.report_daily_ration_per_pen.ration_daily_feed_totals_for_pen_0_CALF.byproducts_total (kg),AnimalModuleReporter.report_daily_ration_per_pen.ration_daily_feed_totals_for_pen_1_GROWING.50 (kg),AnimalModuleReporter.report_daily_ration_per_pen.ration_daily_feed_totals_for_pen_1_GROWING.110 (kg),AnimalModuleReporter.report_daily_ration_per_pen.ration_daily_feed_totals_for_pen_1_GROWING.95 (kg),AnimalModuleReporter.report_daily_ration_per_pen.ration_daily_feed_totals_for_pen_1_GROWING.104 (kg),AnimalModuleReporter.report_daily_ration_per_pen.ration_daily_feed_totals_for_pen_1_GROWING.44 (kg),AnimalModuleReporter.report_daily_ration_per_pen.ration_daily_feed_totals_for_pen_1_GROWING.301 (kg),AnimalModuleReporter.report_daily_ration_per_pen.ration_daily_feed_totals_for_pen_1_GROWING.302 (kg),AnimalModuleReporter.report_daily_ration_per_pen.ration_daily_feed_totals_for_pen_1_GROWING.dry_matter_intake_total (kg),AnimalModuleReporter.report_daily_ration_per_pen.ration_daily_feed_totals_for_pen_1_GROWING.byproducts_total (kg),AnimalModuleReporter.report_daily_ration_per_pen.ration_daily_feed_totals_for_pen_2_CLOSE_UP.50 (kg),AnimalModuleReporter.report_daily_ration_per_pen.ration_daily_feed_totals_for_pen_2_CLOSE_UP.110 (kg),AnimalModuleReporter.report_daily_ration_per_pen.ration_daily_feed_totals_for_pen_2_CLOSE_UP.95 (kg),AnimalModuleReporter.report_daily_ration_per_pen.ration_daily_feed_totals_for_pen_2_CLOSE_UP.104 (kg),AnimalModuleReporter.report_daily_ration_per_pen.ration_daily_feed_totals_for_pen_2_CLOSE_UP.44 (kg),AnimalModuleReporter.report_daily_ration_per_pen.ration_daily_feed_totals_for_pen_2_CLOSE_UP.301 (kg),AnimalModuleReporter.report_daily_ration_per_pen.ration_daily_feed_totals_for_pen_2_CLOSE_UP.302 (kg),AnimalModuleReporter.report_daily_ration_per_pen.ration_daily_feed_totals_for_pen_2_CLOSE_UP.dry_matter_intake_total (kg),AnimalModuleReporter.report_daily_ration_per_pen.ration_daily_feed_totals_for_pen_2_CLOSE_UP.byproducts_total (kg),AnimalModuleReporter.report_daily_ration_per_pen.ration_daily_feed_totals_for_pen_3_LAC_COW.44 (kg),AnimalModuleReporter.report_daily_ration_per_pen.ration_daily_feed_totals_for_pen_3_LAC_COW.51 (kg),AnimalModuleReporter.report_daily_ration_per_pen.ration_daily_feed_totals_for_pen_3_LAC_COW.66 (kg),AnimalModuleReporter.report_daily_ration_per_pen.ration_daily_feed_totals_for_pen_3_LAC_COW.110 (kg),AnimalModuleReporter.report_daily_ration_per_pen.ration_daily_feed_totals_for_pen_3_LAC_COW.167 (kg),AnimalModuleReporter.report_daily_ration_per_pen.ration_daily_feed_totals_for_pen_3_LAC_COW.301 (kg),AnimalModuleReporter.report_daily_ration_per_pen.ration_daily_feed_totals_for_pen_3_LAC_COW.dry_matter_intake_total (kg),AnimalModuleReporter.report_daily_ration_per_pen.ration_daily_feed_totals_for_pen_3_LAC_COW.byproducts_total (kg)
"Under construction, use the results with caution.",0,61.5,61.5,123.0,0.0,1352.45883861333,1169.6700906126464,478.31946100908795,478.31946100908795,170.78072805903278,121.85916533378902,676.4517900463252,4447.859534683299,676.451790046329,443.0195721813833,197.59457024727183,183.28464601309443,183.28464601309443,26.528900635050384,26.528900635050384,246.47047585076365,1306.7117115757085,246.47047585076334,1001.9908350000001,4562.950866,1378.352787,2097.047607,751.90332,557.57268,10349.818094999999,2130.256107000005
,1,64.5,64.5,129.0,0.0,1349.0861233050673,1166.7532075936622,477.1266443980927,477.1266443980927,170.35484095664117,121.55527714093668,674.7648778516959,4436.7676156441885,674.7648778516998,420.5882014380221,187.58978188032137,174.00441077192508,174.00441077192508,25.185665159857958,25.185665159857958,233.990958086168,1240.5490932680777,233.99095808616775,1014.7388100000001,4621.003676,1395.889082,2123.727602,761.46952,564.66648,10481.49517,2157.3586020000043
,2,64.5,64.5,129.0,0.0,1349.0861233050673,1166.7532075936622,477.1266443980927,477.1266443980927,170.35484095664117,121.55527714093668,674.7648778516959,4436.7676156441885,674.7648778516998,543.9607405265085,242.61611789854896,225.04570459835645,225.04570459835645,32.573460273416295,32.573460273416295,302.62830579144395,1604.443493960047,302.6283057914435,1012.189215,4609.3931139999995,1392.381823,2118.391603,759.55628,563.24772,10455.159755,2151.9381030000045
,3,78.0,78.0,156.0,0.0,1352.45883861333,1169.6700906126464,478.31946100908795,478.31946100908795,170.78072805903278,121.85916533378902,676.4517900463252,4447.859534683299,676.451790046329,414.9803587521818,185.08858478858374,171.68435196163276,171.68435196163276,24.849856291059854,24.849856291059854,230.8710786450191,1224.0084386911699,230.87107864501883,1073.3794950000001,4888.046602,1476.556039,2246.455579,805.4740400000001,597.29796,11087.209715,2282.0300790000006
,4,79.5,79.5,159.0,0.0,1352.45883861333,1169.6700906126464,478.31946100908795,478.31946100908795,170.78072805903278,121.85916533378902,676.4517900463252,4447.859534683299,676.451790046329,409.3725160663415,182.58738769684612,169.36429315134043,169.36429315134043,24.514047422261747,24.514047422261747,227.7511992038702,1207.4677841142623,227.75119920386996,1075.92909,4899.657164,1480.063298,2251.791578,807.38728,598.71672,11113.54513,2287.4505780000004
,5,76.5,76.5,153.0,0.0,1359.2042692298553,1175.5038566506146,480.7050942310784,480.7050942310784,171.63250226381598,122.4669417194937,679.8256144355836,4470.04337276152,679.8256144355876,403.7646733805012,180.08619060510853,167.04423434104808,167.04423434104808,24.17823855346364,24.17823855346364,224.6313197627213,1190.9271295373544,224.63131976272106,1078.478685,4911.267726,1483.570557,2257.127577,809.30052,600.13548,11139.880545000002,2292.8710770000002
,6,76.5,76.5,153.0,0.0,1359.2042692298553,1175.5038566506146,480.7050942310784,480.7050942310784,171.63250226381598,122.4669417194937,679.8256144355836,4470.04337276152,679.8256144355876,420.5882014380221,187.58978188032137,174.00441077192508,174.00441077192508,25.185665159857958,25.185665159857958,233.990958086168,1240.5490932680777,233.99095808616775,1070.8299,4876.43604,1473.0487799999999,2241.11958,803.5608,595.8792,11060.874299999998,2276.6095800000007
,7,72.0,72.0,144.0,0.0,1369.3224151546433,1184.2545057075672,484.28354406406413,484.28354406406413,172.9101635709908,123.37860629805073,684.8863510194714,4503.3191298788515,684.8863510194753,414.9803587521818,185.08858478858374,171.68435196163276,171.68435196163276,24.849856291059854,24.849856291059854,230.8710786450191,1224.0084386911699,230.87107864501883,1073.3794950000001,4888.046602,1476.556039,2246.455579,805.4740400000001,597.29796,11087.209715,2282.0300790000006
,8,72.0,72.0,144.0,0.0,1369.3224151546433,1184.2545057075672,484.28354406406413,484.28354406406413,172.9101635709908,123.37860629805073,684.8863510194714,4503.3191298788515,684.8863510194753,409.3725160663415,182.58738769684612,169.36429315134043,169.36429315134043,24.514047422261747,24.514047422261747,227.7511992038702,1207.4677841142623,227.75119920386996,1075.92909,4899.657164,1480.063298,2251.791578,807.38728,598.71672,11113.54513,2287.4505780000004
,9,73.5,73.5,147.0,0.0,1369.3224151546433,1184.2545057075672,484.28354406406413,484.28354406406413,172.9101635709908,123.37860629805073,684.8863510194714,4503.3191298788515,684.8863510194753,392.54898800882063,175.08379642163328,162.4041167204634,162.4041167204634,23.50662081586743,23.50662081586743,218.39156088042347,1157.8458203835391,218.39156088042327,1083.577875,4934.48885,1490.585075,2267.799575,813.1270000000001,602.973,11192.551375000001,2303.712075
,10,75.0,75.0,150.0,0.0,1369.3224151546433,1184.2545057075672,484.28354406406413,484.28354406406413,172.9101635709908,123.37860629805073,684.8863510194714,4503.3191298788515,684.8863510194753,381.33330263714004,170.08140223815803,157.76399909987876,157.76399909987876,22.835003078271217,22.835003078271217,212.15180199812568,1124.764511229724,212.15180199812548,1088.677065,4957.709974,1497.599593,2278.4715730000003,816.95348,605.81052,11245.222205000002,2314.5530729999996
,11,76.5,76.5,153.0,0.0,1362.576984538118,1178.4207396695988,481.89791084207366,481.89791084207366,172.0583893662076,122.77082991234604,681.5125266302128,4481.13529180063,681.5125266302168,392.54898800882063,175.08379642163328,162.4041167204634,162.4041167204634,23.50662081586743,23.50662081586743,218.39156088042347,1157.8458203835391,218.39156088042327,1086.1274700000001,4946.099412,1494.092334,2273.135574,815.04024,604.39176,11218.88679,2309.1325739999997
,12,78.0,78.0,156.0,0.0,1352.45883861333,1169.6700906126464,478.31946100908795,478.31946100908795,170.78072805903278,121.85916533378902,676.4517900463252,4447.859534683299,676.451790046329,392.54898800882063,175.08379642163328,162.4041167204634,162.4041167204634,23.50662081586743,23.50662081586743,218.39156088042347,1157.8458203835391,218.39156088042327,1093.776255,4980.931098,1504.6141109999999,2289.143571,820.7799600000001,608.64804,11297.893035,2325.3940709999993
,13,75.0,75.0,150.0,0.0,1355.8315539215926,1172.5869736316306,479.5122776200832,479.5122776200832,171.20661516142437,122.16305352664136,678.1387022409544,4458.9514537224095,678.1387022409583,381.33330263714004,170.08140223815803,157.76399909987876,157.76399909987876,22.835003078271217,22.835003078271217,212.15180199812568,1124.764511229724,212.15180199812548,1101.42504,5015.762784,1515.135888,2305.151568,826.51968,612.90432,11376.899279999998,2341.6555679999988
,14,78.0,78.0,156.0,0.0,1355.8315539215926,1172.5869736316306,479.5122776200832,479.5122776200832,171.20661516142437,122.16305352664136,678.1387022409544,4458.9514537224095,678.1387022409583,370.11761726545944,165.07900805468282,153.12388147929408,153.12388147929408,22.163385340675003,22.163385340675003,205.91204311582786,1091.6832020759082,205.9120431158277,1103.974635,5027.373346,1518.643147,2310.487567,828.43292,614.32308,11403.234695000001,2347.0760669999986
,15,78.0,78.0,156.0,0.0,1355.8315539215926,1172.5869736316306,479.5122776200832,479.5122776200832,171.20661516142437,122.16305352664136,678.1387022409544,4458.9514537224095,678.1387022409583,358.90193189377885,160.07661387120757,148.4837638587094,148.4837638587094,21.49176760307879,21.49176760307879,199.67228423353004,1058.6018929220927,199.6722842335299,1109.073825,5050.59447,1525.657665,2321.159565,832.2594,617.1606,11455.905525,2357.9170649999983
,16,78.0,78.0,156.0,0.0,1359.2042692298553,1175.5038566506146,480.7050942310784,480.7050942310784,171.63250226381598,122.4669417194937,679.8256144355836,4470.04337276152,679.8256144355876,364.50977457961915,162.5778109629452,150.80382266900173,150.80382266900173,21.8275764718769,21.8275764718769,202.79216367467893,1075.1425474990006,202.7921636746788,1106.52423,5038.983908,1522.150406,2315.823566,830.34616,615.74184,11429.570110000002,2352.4965659999984
