DISCLAIMER,AnimalModuleReporter.report_daily_animal_population.sim_day (simulation day),AnimalModuleReporter.report_daily_animal_population.num_animals (animals),AnimalModuleReporter.report_daily_animal_population.AnimalType.CALF_deaths (animals),AnimalModuleReporter.report_daily_animal_population.AnimalType.HEIFER_I_deaths (animals),AnimalModuleReporter.report_daily_animal_population.AnimalType.HEIFER_II_deaths (animals),AnimalModuleReporter.report_daily_animal_population.AnimalType.HEIFER_III_deaths (animals),AnimalModuleReporter.report_daily_animal_population.AnimalType.LAC_COW_deaths (animals),AnimalModuleReporter.report_daily_animal_population.AnimalType.DRY_COW_deaths (animals),AnimalModuleReporter.report_daily_animal_population.num_calves (animals),AnimalModuleReporter.report_daily_animal_population.num_heiferIs (animals),AnimalModuleReporter.report_daily_animal_population.num_heiferIIs (animals),AnimalModuleReporter.report_daily_animal_population.num_heiferIIIs (animals),AnimalModuleReporter.report_daily_animal_population.num_lactating_cows (animals),AnimalModuleReporter.report_daily_animal_population.num_dry_cows (animals),AnimalModuleReporter.report_daily_animal_population.num_cows_total (animals)
,1278,195,0,0,0,0,0,0,7,47,38,2,91,10,101
,1279,194,0,0,0,0,0,0,7,47,38,2,90,10,100
,1280,194,0,0,0,0,0,0,7,47,38,2,90,10,100
,1281,194,0,0,0,0,0,0,7,47,38,2,90,10,100
,1282,194,0,0,0,0,0,0,7,46,38,3,90,10,100
,1283,194,0,0,0,0,0,0,7,46,38,3,90,10,100
,1284,194,0,0,0,0,0,0,7,46,38,3,88,12,100
,1285,194,0,0,0,0,0,0,6,47,38,3,88,12,100
,1286,194,0,0,0,0,0,0,6,47,38,3,87,13,100
,1287,194,0,0,0,0,0,0,6,47,37,4,87,13,100
,1288,192,0,0,0,0,0,0,6,47,36,3,86,14,100
,1289,192,0,0,0,0,0,0,6,47,36,2,86,15,101
,1290,193,0,0,0,0,0,0,6,48,36,2,87,14,101
,1291,192,0,0,0,0,0,0,6,47,37,2,86,14,100
,1292,192,0,0,0,0,0,0,6,47,37,2,86,14,100
,1293,192,0,0,0,0,0,0,6,47,36,2,87,14,101
,1294,192,0,0,0,0,0,0,5,48,36,2,86,15,101
,1295,192,0,0,0,0,0,0,5,48,36,2,86,15,101
,1296,192,0,0,0,0,0,0,5,48,36,2,86,15,101
,1297,192,0,0,0,0,0,0,4,49,36,2,86,15,101
,1298,192,0,0,0,0,0,0,4,49,36,2,86,15,101
,1299,192,0,0,0,0,0,0,4,48,37,2,86,15,101
,1300,192,0,0,0,0,0,0,4,48,37,2,85,16,101
,1301,193,0,0,0,0,0,0,5,48,37,2,86,15,101
,1302,191,0,0,0,0,0,0,5,48,36,1,86,15,101
,1303,191,0,0,0,0,0,0,5,48,36,1,86,15,101
,1304,191,0,0,0,0,0,0,5,48,36,1,86,15,101
,1305,191,0,0,0,0,0,0,5,48,36,1,86,15,101
,1306,191,0,0,0,0,0,0,5,48,35,2,86,15,101
,1307,191,0,0,0,0,0,0,5,48,35,2,87,14,101
,1308,191,0,0,0,0,0,0,5,48,35,2,86,15,101
,1309,190,0,0,0,0,0,0,5,47,35,2,86,15,101
,1310,190,0,0,0,0,0,0,5,47,35,2,86,15,101
,1311,190,0,0,0,0,0,0,5,47,35,2,86,15,101
,1312,190,0,0,0,0,0,0,5,47,34,3,85,16,101
,1313,190,0,0,0,0,0,0,6,47,34,1,87,15,102
,1314,190,0,0,0,0,0,0,6,47,33,2,87,15,102
,1315,189,0,0,0,0,0,0,6,47,33,1,87,15,102
,1316,189,0,0,0,0,0,0,5,48,33,1,86,16,102
,1317,189,0,0,0,0,0,0,5,48,33,1,86,16,102
,1318,189,0,0,0,0,0,0,5,48,32,2,86,16,102
,1319,188,0,0,0,0,0,0,5,47,33,1,86,16,102
,1320,188,0,0,0,0,0,0,5,47,33,1,85,17,102
,1321,188,0,0,0,0,0,0,5,46,34,1,85,17,102
,1322,188,0,0,0,0,0,0,6,46,34,1,85,16,101
,1323,188,0,0,0,0,0,0,6,46,34,1,85,16,101
,1324,188,0,0,0,0,0,0,6,46,34,1,84,17,101
,1325,188,0,0,0,0,0,0,5,47,34,1,83,18,101
,1326,189,0,0,0,0,0,0,6,47,34,0,84,18,102
,1327,188,0,0,0,0,0,0,6,47,33,0,84,18,102
,1328,188,0,0,0,0,0,0,6,47,33,0,84,18,102
,1329,189,0,0,0,0,0,0,7,47,33,0,85,17,102
,1330,189,0,0,0,0,0,0,7,47,33,0,85,17,102
,1331,189,0,0,0,0,0,0,7,46,34,0,85,17,102
,1332,189,0,0,0,0,0,0,7,46,34,0,85,17,102
,1333,189,0,0,0,0,0,0,7,46,34,0,84,18,102
,1334,189,0,0,0,0,0,0,6,47,34,0,84,18,102
,1335,189,0,0,0,0,0,0,6,47,34,0,84,18,102
,1336,189,0,0,0,0,0,0,6,47,34,0,84,18,102
,1337,189,0,0,0,0,0,0,6,47,34,0,84,18,102
,1338,189,0,0,0,0,0,0,6,46,35,0,84,18,102
,1339,189,0,0,0,0,0,0,6,45,36,0,83,19,102
,1340,190,0,0,0,0,0,0,7,45,36,0,84,18,102
,1341,190,0,0,0,0,0,0,7,44,36,1,84,18,102
,1342,190,0,0,0,0,0,0,7,44,35,2,84,18,102
,1343,190,0,0,0,0,0,0,8,44,35,1,86,16,102
,1344,190,0,0,0,0,0,0,8,43,36,1,86,16,102
,1345,190,0,0,0,0,0,0,8,43,36,1,85,17,102
,1346,191,0,0,0,0,0,0,9,43,36,1,86,16,102
,1347,192,0,0,0,0,0,0,10,43,36,1,87,15,102
,1348,192,0,0,0,0,0,0,10,43,36,1,87,15,102
,1349,192,0,0,0,0,0,0,10,43,36,1,87,15,102
,1350,192,0,0,0,0,0,0,9,44,36,1,87,15,102
,1351,192,0,0,0,0,0,0,9,44,36,1,87,15,102
,1352,192,0,0,0,0,0,0,9,43,37,1,87,15,102
,1353,193,0,0,0,0,0,0,10,43,37,1,88,14,102
,1354,193,0,0,0,0,0,0,10,42,38,1,87,15,102
,1355,193,0,0,0,0,0,0,10,41,39,1,87,15,102
,1356,193,0,0,0,0,0,0,10,40,40,1,86,16,102
,1357,192,0,0,0,0,0,0,10,40,40,1,84,17,101
,1358,191,0,0,0,0,0,0,10,40,39,2,83,17,100
,1359,191,0,0,0,0,0,0,10,40,39,2,83,17,100
,1360,191,0,0,0,0,0,0,10,40,39,2,83,17,100
,1361,191,0,0,0,0,0,0,10,41,39,1,83,17,100
,1362,190,0,0,0,0,0,0,10,41,39,1,82,17,99
,1363,192,0,0,0,0,0,0,11,41,38,3,83,16,99
,1364,193,0,0,0,0,0,0,12,40,38,3,84,16,100
,1365,192,0,0,0,0,0,0,12,40,38,3,83,16,99
,1366,192,0,0,0,0,0,0,12,40,38,3,82,17,99
,1367,192,0,0,0,0,0,0,12,40,37,4,82,17,99
,1368,193,0,0,0,0,0,0,13,40,37,4,82,17,99
,1369,194,0,0,0,0,0,0,14,40,37,4,83,16,99
,1370,194,0,0,0,0,0,0,14,40,37,4,83,16,99
,1371,194,0,0,0,0,0,0,14,39,38,4,83,16,99
,1372,194,0,0,0,0,0,0,14,39,38,4,83,16,99
,1373,194,0,0,0,0,0,0,13,39,39,4,83,16,99
,1374,194,0,0,0,0,0,0,13,38,40,4,83,16,99
,1375,195,0,0,0,0,0,0,14,38,40,4,84,15,99
,1376,195,0,0,0,0,0,0,14,37,41,4,84,15,99
,1377,194,0,0,0,0,0,0,14,37,40,4,84,15,99
,1378,195,0,0,0,0,0,0,15,37,40,3,85,15,100
,1379,195,0,0,0,0,0,0,15,37,40,3,86,14,100
,1380,195,0,0,0,0,0,0,15,37,40,3,86,14,100
,1381,196,0,0,0,0,0,0,16,37,40,3,87,13,100
,1382,196,0,0,0,0,0,0,15,38,39,4,87,13,100
,1383,195,0,0,0,0,0,0,15,37,40,2,87,14,101
,1384,196,0,0,0,0,0,0,16,37,39,2,88,14,102
,1385,195,0,0,0,0,0,0,16,36,40,1,88,14,102
,1386,195,0,0,0,0,0,0,15,37,40,1,88,14,102
,1387,195,0,0,0,0,0,0,15,36,41,0,90,13,103
,1388,194,0,0,0,0,0,0,15,36,41,0,87,15,102
,1389,194,0,0,0,0,0,0,14,37,41,0,87,15,102
,1390,195,0,0,0,0,0,0,15,37,41,0,88,14,102
,1391,195,0,0,0,0,0,0,15,37,41,0,88,14,102
,1392,195,0,0,0,0,0,0,15,37,41,0,88,14,102
,1393,194,0,0,0,0,0,0,15,37,41,0,87,14,101
,1394,193,0,0,0,0,0,0,15,37,41,0,86,14,100
,1395,194,0,0,0,0,0,0,15,37,40,2,86,14,100
,1396,193,0,0,0,0,0,0,15,37,40,1,86,14,100
,1397,193,0,0,0,0,0,0,15,37,40,1,85,15,100
,1398,192,0,0,0,0,0,0,15,37,40,1,84,15,99
,1399,193,0,0,0,0,0,0,15,37,40,2,85,14,99
,1400,194,0,0,0,0,0,0,15,38,39,2,86,14,100
,1401,194,0,0,0,0,0,0,15,37,40,2,86,14,100
,1402,194,0,0,0,0,0,0,15,37,39,3,85,15,100
,1403,195,0,0,0,0,0,0,15,37,39,4,85,15,100
,1404,194,0,0,0,0,0,0,15,37,39,3,85,15,100
,1405,194,0,0,0,0,0,0,15,37,39,3,85,15,100
,1406,194,0,0,0,0,0,0,14,38,39,3,85,15,100
,1407,194,0,0,0,0,0,0,13,38,40,3,86,14,100
,1408,193,0,0,0,0,0,0,13,38,40,3,85,14,99
,1409,193,0,0,0,0,0,0,13,38,40,3,85,14,99
,1410,193,0,0,0,0,0,0,13,37,41,3,84,15,99
,1411,193,0,0,0,0,0,0,13,37,41,3,84,15,99
,1412,193,0,0,0,0,0,0,13,37,41,3,84,15,99
,1413,193,0,0,0,0,0,0,12,38,41,3,82,17,99
,1414,193,0,0,0,0,0,0,12,38,41,3,82,17,99
,1415,193,0,0,0,0,0,0,12,38,41,2,83,17,100
,1416,194,0,0,0,0,0,0,13,38,41,2,84,16,100
,1417,195,0,0,0,0,0,0,14,37,42,2,84,16,100
,1418,195,0,0,0,0,0,0,14,37,42,2,84,16,100
,1419,195,0,0,0,0,0,0,14,37,42,2,84,16,100
,1420,195,0,0,0,0,0,0,15,36,43,1,85,15,100
,1421,195,0,0,0,0,0,0,14,37,43,1,85,15,100
,1422,195,0,0,0,0,0,0,14,36,44,0,87,14,101
,1423,195,0,0,0,0,0,0,13,37,44,0,87,14,101
,1424,195,0,0,0,0,0,0,12,38,44,0,87,14,101
,1425,195,0,0,0,0,0,0,12,38,44,0,87,14,101
,1426,195,0,0,0,0,0,0,12,38,44,0,87,14,101
,1427,195,0,0,0,0,0,0,12,38,44,0,87,14,101
,1428,195,0,0,0,0,0,0,11,39,43,1,87,14,101
,1429,195,0,0,0,0,0,0,10,40,42,2,87,14,101
,1430,195,0,0,0,0,0,0,10,40,41,3,87,14,101
,1431,194,0,0,0,0,0,0,10,40,40,3,86,15,101
,1432,193,0,0,0,0,0,0,10,39,41,2,86,15,101
,1433,193,0,0,0,0,0,0,10,39,41,2,87,14,101
,1434,193,0,0,0,0,0,0,10,39,41,2,87,14,101
,1435,193,0,0,0,0,0,0,9,40,41,2,87,14,101
,1436,193,0,0,0,0,0,0,9,40,41,2,87,14,101
,1437,193,0,0,0,0,0,0,9,40,41,2,88,13,101
,1438,193,0,0,0,0,0,0,8,41,41,2,88,13,101
,1439,193,0,0,0,0,0,0,8,41,41,2,88,13,101
,1440,193,0,0,0,0,0,0,8,40,42,2,88,13,101
,1441,193,0,0,0,0,0,0,7,41,42,2,88,13,101
,1442,192,0,0,0,0,0,0,7,41,41,2,88,13,101
,1443,192,0,0,0,0,0,0,7,41,41,2,88,13,101
,1444,192,0,0,0,0,0,0,6,42,41,2,87,14,101
,1445,192,0,0,0,0,0,0,6,42,41,2,87,14,101
,1446,192,0,0,0,0,0,0,6,42,41,2,87,14,101
,1447,191,0,0,0,0,0,0,6,42,41,2,86,14,100
,1448,193,0,0,0,0,0,0,8,42,41,1,88,13,101
,1449,193,0,0,0,0,0,0,8,42,41,0,89,13,102
,1450,193,0,0,0,0,0,0,7,43,41,0,88,14,102
,1451,193,0,0,0,0,0,0,7,43,41,0,89,13,102
,1452,193,0,0,0,0,0,0,7,43,41,0,89,13,102
,1453,193,0,0,0,0,0,0,7,43,41,0,89,13,102
,1454,193,0,0,0,0,0,0,7,43,41,0,89,13,102
,1455,193,0,0,0,0,0,0,7,43,41,0,88,14,102
,1456,194,0,0,0,0,0,0,8,43,41,0,89,13,102
,1457,194,0,0,0,0,0,0,8,42,42,0,89,13,102
,1458,195,0,0,0,0,0,0,9,42,42,0,90,12,102
,1459,195,0,0,0,0,0,0,9,41,41,2,90,12,102
,1460,194,0,0,0,0,0,0,8,42,40,2,91,11,102
,1461,193,0,0,0,0,0,0,8,42,40,1,91,11,102
,1462,192,0,0,0,0,0,0,8,42,40,1,90,11,101
,1463,192,0,0,0,0,0,0,7,43,40,1,90,11,101
,1464,192,0,0,0,0,0,0,7,43,40,1,91,10,101
,1465,192,0,0,0,0,0,0,7,43,40,1,91,10,101
,1466,191,0,0,0,0,0,0,7,43,40,1,90,10,100
,1467,191,0,0,0,0,0,0,7,43,40,1,89,11,100
,1468,192,0,0,0,0,0,0,8,43,40,1,91,9,100
,1469,192,0,0,0,0,0,0,8,43,40,1,91,9,100
,1470,192,0,0,0,0,0,0,8,43,40,1,91,9,100
,1471,192,0,0,0,0,0,0,8,43,40,1,91,9,100
,1472,192,0,0,0,0,0,0,8,43,40,1,91,9,100
,1473,192,0,0,0,0,0,0,8,43,40,1,91,9,100
,1474,192,0,0,0,0,0,0,8,43,40,1,90,10,100
,1475,192,0,0,0,0,0,0,8,43,40,1,91,9,100
,1476,192,0,0,0,0,0,0,7,43,41,1,91,9,100
,1477,192,0,0,0,0,0,0,6,44,41,1,91,9,100
,1478,192,0,0,0,0,0,0,6,44,41,1,91,9,100
,1479,193,0,0,0,0,0,0,7,44,41,0,92,9,101
,1480,193,0,0,0,0,0,0,6,45,41,0,93,8,101
,1481,193,0,0,0,0,0,0,6,45,41,0,93,8,101
,1482,193,0,0,0,0,0,0,6,45,41,0,93,8,101
,1483,193,0,0,0,0,0,0,6,45,40,1,94,7,101
,1484,193,0,0,0,0,0,0,6,45,40,1,93,8,101
,1485,192,0,0,0,0,0,0,6,45,40,1,91,9,100
,1486,192,0,0,0,0,0,0,6,45,40,1,91,9,100
,1487,192,0,0,0,0,0,0,6,45,40,1,91,9,100
,1488,192,0,0,0,0,0,0,6,45,40,1,91,9,100
,1489,192,0,0,0,0,0,0,6,45,40,1,91,9,100
,1490,192,0,0,0,0,0,0,6,44,41,1,91,9,100
,1491,192,0,0,0,0,0,0,6,44,40,2,91,9,100
,1492,192,0,0,0,0,0,0,6,44,40,2,91,9,100
,1493,192,0,0,0,0,0,0,6,44,40,2,91,9,100
,1494,191,0,0,0,0,0,0,6,44,39,2,91,9,100
,1495,191,0,0,0,0,0,0,6,44,38,3,91,9,100
,1496,191,0,0,0,0,0,0,6,44,38,3,91,9,100
,1497,191,0,0,0,0,0,0,6,44,38,3,90,10,100
,1498,191,0,0,0,0,0,0,6,44,38,3,90,10,100
,1499,191,0,0,0,0,0,0,6,44,38,3,90,10,100
,1500,191,0,0,0,0,0,0,6,44,38,3,90,10,100
,1501,191,0,0,0,0,0,0,6,44,38,3,90,10,100
,1502,190,0,0,0,0,0,0,6,44,38,3,89,10,99
,1503,191,0,0,0,0,0,0,7,44,38,2,91,9,100
,1504,191,0,0,0,0,0,0,7,44,38,2,91,9,100
,1505,193,0,0,0,0,0,0,9,43,39,2,93,7,100
,1506,193,0,0,0,0,0,0,9,43,39,2,93,7,100
,1507,193,0,0,0,0,0,0,9,43,39,2,93,7,100
,1508,193,0,0,0,0,0,0,7,45,39,2,93,7,100
,1509,193,0,0,0,0,0,0,7,45,39,2,93,7,100
,1510,193,0,0,0,0,0,0,7,44,40,2,92,8,100
,1511,194,0,0,0,0,0,0,8,44,40,1,93,8,101
,1512,194,0,0,0,0,0,0,8,44,40,1,93,8,101
,1513,194,0,0,0,0,0,0,8,44,40,1,93,8,101
,1514,194,0,0,0,0,0,0,8,44,40,1,93,8,101
,1515,193,0,0,0,0,1,0,8,44,40,0,93,8,101
,1516,193,0,0,0,0,0,0,7,45,40,0,94,7,101
,1517,193,0,0,0,0,0,0,7,45,40,0,94,7,101
,1518,193,0,0,0,0,0,0,6,46,40,0,93,8,101
,1519,194,0,0,0,0,0,0,7,46,39,1,94,7,101
,1520,194,0,0,0,0,0,0,7,46,39,1,94,7,101
,1521,194,0,0,0,0,0,0,7,46,39,1,94,7,101
,1522,192,0,0,0,0,0,0,7,46,38,1,93,7,100
,1523,192,0,0,0,0,0,0,7,46,38,1,92,8,100
,1524,192,0,0,0,0,0,0,7,46,38,1,92,8,100
,1525,192,0,0,0,0,0,0,7,45,39,1,92,8,100
,1526,193,0,0,0,0,0,0,8,45,39,1,93,7,100
,1527,193,0,0,0,0,0,0,8,45,39,1,91,9,100
,1528,193,0,0,0,0,0,0,7,45,40,1,91,9,100
,1529,193,0,0,0,0,0,0,7,45,40,1,91,9,100
,1530,193,0,0,0,0,0,0,7,45,40,1,90,10,100
,1531,193,0,0,0,0,0,0,7,45,40,1,90,10,100
,1532,193,0,0,0,0,0,0,7,45,40,1,90,10,100
,1533,193,0,0,0,0,0,0,7,45,40,1,90,10,100
,1534,194,0,0,0,0,0,0,8,45,40,1,91,9,100
,1535,194,0,0,0,0,0,0,8,45,40,1,91,9,100
,1536,194,0,0,0,0,0,0,8,45,40,1,91,9,100
,1537,195,0,0,0,0,0,0,9,45,40,1,92,8,100
,1538,195,0,0,0,0,0,0,9,45,40,1,90,10,100
,1539,196,0,0,0,0,0,0,9,44,42,0,91,10,101
,1540,196,0,0,0,0,0,0,9,44,42,0,91,10,101
,1541,196,0,0,0,0,0,0,9,44,42,0,91,10,101
,1542,196,0,0,0,0,0,0,9,43,42,1,91,10,101
,1543,196,0,0,0,0,0,0,9,43,42,1,91,10,101
,1544,197,0,0,0,0,0,0,10,43,42,1,92,9,101
,1545,197,0,0,0,0,0,0,10,43,42,1,92,9,101
,1546,197,0,0,0,0,0,0,10,43,42,1,92,9,101
,1547,197,0,0,0,0,0,0,10,43,42,1,92,9,101
,1548,196,0,0,0,0,0,0,10,43,42,1,91,9,100
,1549,196,0,0,0,0,0,0,10,43,42,1,89,11,100
,1550,196,0,0,0,0,0,0,10,43,42,1,89,11,100
,1551,196,0,0,0,0,0,0,10,43,42,1,89,11,100
,1552,196,0,0,0,0,0,0,10,43,42,1,88,12,100
,1553,195,0,0,0,0,0,0,10,43,42,1,86,13,99
,1554,196,0,0,0,0,0,0,10,43,42,2,86,13,99
,1555,197,0,0,0,0,0,0,11,43,42,1,87,13,100
,1556,197,0,0,0,0,0,0,11,43,42,1,88,12,100
,1557,197,0,0,0,0,0,0,11,43,42,1,88,12,100
,1558,197,0,0,0,0,0,0,11,43,42,1,87,13,100
,1559,196,0,0,0,0,0,0,11,43,42,1,86,13,99
,1560,197,0,0,0,0,0,0,11,43,42,2,86,13,99
,1561,197,0,0,0,0,0,0,11,43,42,1,87,13,100
,1562,198,0,0,0,0,0,0,12,43,42,0,87,14,101
,1563,198,0,0,0,0,0,0,11,44,42,0,87,14,101
,1564,198,0,0,0,0,0,0,11,44,42,0,86,15,101
,1565,198,0,0,0,0,0,0,9,46,42,0,86,15,101
,1566,198,0,0,0,0,0,0,9,46,42,0,86,15,101
,1567,197,0,0,0,0,1,0,9,46,42,0,83,17,100
,1568,198,0,0,0,0,0,0,9,46,42,1,83,17,100
,1569,198,0,0,0,0,0,0,9,46,42,0,84,17,101
,1570,198,0,0,0,0,0,0,9,46,42,0,84,17,101
,1571,198,0,0,0,0,0,0,8,46,43,0,85,16,101
,1572,198,0,0,0,0,0,0,8,45,44,0,85,16,101
,1573,197,0,0,0,0,0,0,8,45,44,0,84,16,100
,1574,198,0,0,0,0,0,0,8,45,44,1,84,16,100
,1575,197,0,0,0,0,0,0,8,44,45,0,85,15,100
,1576,198,0,0,0,0,0,0,8,44,45,1,85,15,100
,1577,199,0,0,0,0,0,0,9,44,44,1,87,14,101
,1578,198,0,0,0,0,0,0,9,44,43,1,87,14,101
,1579,198,0,0,0,0,0,0,9,45,42,2,87,13,100
,1580,198,0,0,0,0,0,0,9,45,42,2,87,13,100
,1581,198,0,0,0,0,0,0,9,45,42,2,85,15,100
,1582,198,0,0,0,0,0,0,9,45,42,2,85,15,100
,1583,196,0,0,0,0,0,0,9,45,42,2,83,15,98
,1584,198,0,0,0,0,0,0,10,45,42,3,84,14,98
,1585,199,0,0,0,0,0,0,11,45,42,2,85,14,99
,1586,199,0,0,0,0,0,0,10,46,42,2,84,15,99
,1587,199,0,0,0,0,0,0,10,46,42,2,84,15,99
,1588,200,0,0,0,0,0,0,11,46,42,2,84,15,99
,1589,200,0,0,0,0,0,0,11,46,42,2,84,15,99
,1590,200,0,0,0,0,0,0,11,46,42,2,84,15,99
,1591,200,0,0,0,0,0,0,11,46,41,3,84,15,99
,1592,200,0,0,0,0,0,0,11,46,41,3,84,15,99
,1593,199,0,0,0,0,0,0,11,46,41,3,82,16,98
,1594,199,0,0,0,0,0,0,10,47,41,3,84,14,98
,1595,199,0,0,0,0,0,0,10,47,41,3,84,14,98
,1596,198,0,0,0,0,0,0,10,47,41,3,84,13,97
,1597,198,0,0,0,0,0,0,9,47,42,3,84,13,97
,1598,200,0,0,0,0,0,0,10,47,42,3,85,13,98
,1599,200,0,0,0,0,0,0,9,48,41,2,87,13,100
,1600,200,0,0,0,0,0,0,9,48,41,2,86,14,100
,1601,200,0,0,0,0,0,0,9,48,41,2,86,14,100
,1602,200,0,0,0,0,0,0,9,48,41,2,86,14,100
,1603,200,0,0,0,0,0,0,9,48,41,2,86,14,100
,1604,200,0,0,0,0,0,0,8,49,41,2,86,14,100
,1605,200,0,0,0,0,0,0,8,48,41,3,87,13,100
,1606,200,0,0,0,0,0,0,8,48,41,3,88,12,100
,1607,200,0,0,0,0,0,0,8,48,40,4,88,12,100
,1608,199,0,0,0,0,0,0,8,48,40,3,88,12,100
,1609,199,0,0,0,0,0,0,8,48,40,3,88,12,100
,1610,199,0,0,0,0,0,0,8,47,41,3,89,11,100
,1611,201,0,0,0,0,0,0,10,47,41,2,92,9,101
,1612,201,0,0,0,0,0,0,10,47,41,2,92,9,101
,1613,201,0,0,0,0,0,0,10,47,41,2,93,8,101
,1614,201,0,0,0,0,0,0,10,46,42,2,93,8,101
,1615,201,0,0,0,0,0,0,9,47,41,3,93,8,101
,1616,200,0,0,0,0,0,0,9,47,41,2,92,9,101
,1617,200,0,0,0,0,0,0,9,46,42,2,92,9,101
,1618,200,0,0,0,0,0,0,9,46,42,2,92,9,101
,1619,200,0,0,0,0,0,0,9,46,42,1,93,9,102
,1620,200,0,0,0,0,0,0,9,46,41,2,93,9,102
,1621,199,0,0,0,0,0,0,9,46,41,1,93,9,102
,1622,199,0,0,0,0,0,0,8,47,41,1,93,9,102
,1623,198,0,0,0,0,0,0,8,47,38,3,93,9,102
,1624,196,0,0,0,0,0,0,8,47,38,1,93,9,102
,1625,198,0,0,0,0,0,0,10,47,36,2,93,10,103
,1626,196,0,0,0,0,0,0,10,47,36,0,93,10,103
,1627,196,0,0,0,0,0,0,10,47,36,0,93,10,103
,1628,196,0,0,0,0,0,0,10,47,35,1,93,10,103
,1629,196,0,0,0,0,0,0,11,47,35,0,94,9,103
,1630,196,0,0,0,0,0,0,11,47,35,0,94,9,103
,1631,197,0,0,0,0,0,0,12,47,35,0,95,8,103
,1632,197,0,0,0,0,0,0,12,47,35,0,95,8,103
,1633,197,0,0,0,0,0,0,12,47,35,0,95,8,103
,1634,197,0,0,0,0,0,0,12,47,35,0,95,8,103
,1635,197,0,0,0,0,0,0,12,47,35,0,95,8,103
,1636,197,0,0,0,0,0,0,12,46,36,0,94,9,103
,1637,197,0,0,0,0,0,0,11,47,36,0,94,9,103
,1638,196,0,0,0,0,0,0,11,47,36,0,92,10,102
,1639,196,0,0,0,0,0,0,10,48,35,1,91,11,102
,1640,196,0,0,0,0,0,0,10,48,35,1,90,12,102
,1641,196,0,0,0,0,0,0,10,48,35,1,90,12,102
,1642,197,0,0,0,0,0,0,11,48,35,1,91,11,102
,1643,197,0,0,0,0,0,0,11,48,35,1,91,11,102
,1644,197,0,0,0,0,0,0,10,49,35,1,91,11,102
,1645,197,0,0,0,0,0,0,9,49,35,2,91,11,102
,1646,196,0,0,0,0,0,0,9,49,34,2,89,13,102
,1647,194,0,0,0,0,0,0,9,49,34,1,88,13,101
,1648,194,0,0,0,0,0,0,8,50,34,1,89,12,101
,1649,194,0,0,0,0,0,0,8,50,34,1,87,14,101
,1650,194,0,0,0,0,0,0,8,50,34,1,87,14,101
,1651,194,0,0,0,0,0,0,8,50,34,1,87,14,101
,1652,194,0,0,0,0,0,0,8,50,34,1,87,14,101
,1653,194,0,0,0,0,0,0,8,50,32,3,88,13,101
,1654,193,0,0,0,0,0,0,8,49,31,4,87,14,101
,1655,192,0,0,0,0,0,0,9,49,31,2,88,13,101
,1656,192,0,0,0,0,0,0,9,49,31,2,88,13,101
,1657,192,0,0,0,0,0,0,9,49,31,2,87,14,101
,1658,191,0,0,0,0,0,0,8,50,31,2,86,14,100
,1659,191,0,0,0,0,0,0,8,50,31,1,87,14,101
,1660,190,0,0,0,0,0,0,8,50,31,1,86,14,100
,1661,190,0,0,0,0,0,0,8,50,31,1,86,14,100
,1662,190,0,0,0,0,0,0,8,50,30,2,85,15,100
,1663,189,0,0,0,0,0,0,8,50,30,2,85,14,99
,1664,189,0,0,0,0,0,0,8,50,30,2,85,14,99
,1665,189,0,0,0,0,0,0,8,50,30,2,84,15,99
,1666,189,0,0,0,0,0,0,8,50,30,2,84,15,99
,1667,188,0,0,0,0,0,0,8,50,30,2,83,15,98
,1668,189,0,0,0,0,0,0,8,50,30,3,83,15,98
,1669,189,0,0,0,0,0,0,8,50,30,2,84,15,99
,1670,189,0,0,0,0,0,0,8,49,31,2,84,15,99
,1671,189,0,0,0,0,0,0,6,51,31,2,84,15,99
,1672,189,0,0,0,0,0,0,6,51,31,2,83,16,99
,1673,189,0,0,0,0,0,0,6,51,30,2,84,16,100
,1674,189,0,0,0,0,0,0,6,51,30,2,83,17,100
,1675,189,0,0,0,0,0,0,6,51,30,2,83,17,100
,1676,189,0,0,0,0,0,0,6,51,29,3,83,17,100
,1677,190,0,0,0,0,0,0,7,51,28,4,84,16,100
,1678,189,0,0,0,0,0,0,7,51,28,3,84,16,100
,1679,189,0,0,0,0,0,0,7,51,28,3,83,17,100
,1680,189,0,0,0,0,0,0,7,51,28,3,82,18,100
,1681,189,0,0,0,0,0,0,7,50,29,3,82,18,100
,1682,189,0,0,0,0,0,0,7,50,29,2,83,18,101
,1683,189,0,0,0,0,0,0,7,50,29,2,83,18,101
,1684,189,0,0,0,0,0,0,7,50,29,2,83,18,101
,1685,189,0,0,0,0,0,0,5,52,29,2,84,17,101
,1686,189,0,0,0,0,0,0,5,52,29,2,84,17,101
,1687,189,0,0,0,0,0,0,5,52,28,3,84,17,101
,1688,188,0,0,0,0,0,0,5,52,28,2,86,15,101
,1689,188,0,0,0,0,0,0,4,53,28,2,85,16,101
,1690,188,0,0,0,0,0,0,4,53,28,2,85,16,101
,1691,188,0,0,0,0,0,0,3,54,28,2,85,16,101
,1692,188,0,0,0,0,0,0,3,54,28,2,84,17,101
,1693,186,0,0,0,0,1,0,3,53,29,1,82,18,100
,1694,186,0,0,0,0,0,0,3,53,29,1,82,18,100
,1695,186,0,0,0,0,0,0,3,53,29,1,82,18,100
,1696,185,0,0,0,0,0,0,3,53,28,1,83,17,100
,1697,186,0,0,0,0,0,0,4,53,28,1,84,16,100
