DISCLAIMER,AnimalModuleReporter.report_herd_statistics_data.simulation_day (day),AnimalModuleReporter.report_daily_ration_per_pen.ration_daily_feed_totals_for_pen_0_CALF.202 (kg),AnimalModuleReporter.report_daily_ration_per_pen.ration_daily_feed_totals_for_pen_0_CALF.216 (kg),AnimalModuleReporter.report_daily_ration_per_pen.ration_daily_feed_totals_for_pen_0_CALF.dry_matter_intake_total (kg),AnimalModuleReporter.report_daily_ration_per_pen.ration_daily_feed_totals_for_pen_0_CALF.byproducts_total (kg),AnimalModuleReporter.report_daily_ration_per_pen.ration_daily_feed_totals_for_pen_1_GROWING.50 (kg),AnimalModuleReporter.report_daily_ration_per_pen.ration_daily_feed_totals_for_pen_1_GROWING.110 (kg),AnimalModuleReporter.report_daily_ration_per_pen.ration_daily_feed_totals_for_pen_1_GROWING.95 (kg),AnimalModuleReporter.report_daily_ration_per_pen.ration_daily_feed_totals_for_pen_1_GROWING.104 (kg),AnimalModuleReporter.report_daily_ration_per_pen.ration_daily_feed_totals_for_pen_1_GROWING.44 (kg),AnimalModuleReporter.report_daily_ration_per_pen.ration_daily_feed_totals_for_pen_1_GROWING.301 (kg),AnimalModuleReporter.report_daily_ration_per_pen.ration_daily_feed_totals_for_pen_1_GROWING.302 (kg),AnimalModuleReporter.report_daily_ration_per_pen.ration_daily_feed_totals_for_pen_1_GROWING.dry_matter_intake_total (kg),AnimalModuleReporter.report_daily_ration_per_pen.ration_daily_feed_totals_for_pen_1_GROWING.byproducts_total (kg),AnimalModuleReporter.report_daily_ration_per_pen.ration_daily_feed_totals_for_pen_2_CLOSE_UP.50 (kg),AnimalModuleReporter.report_daily_ration_per_pen.ration_daily_feed_totals_for_pen_2_CLOSE_UP.110 (kg),AnimalModuleReporter.report_daily_ration_per_pen.ration_daily_feed_totals_for_pen_2_CLOSE_UP.95 (kg),AnimalModuleReporter.report_daily_ration_per_pen.ration_daily_feed_totals_for_pen_2_CLOSE_UP.104 (kg),AnimalModuleReporter.report_daily_ration_per_pen.ration_daily_feed_totals_for_pen_2_CLOSE_UP.44 (kg),AnimalModuleReporter.report_daily_ration_per_pen.ration_daily_feed_totals_for_pen_2_CLOSE_UP.301 (kg),AnimalModuleReporter.report_daily_ration_per_pen.ration_daily_feed_totals_for_pen_2_CLOSE_UP.302 (kg),AnimalModuleReporter.report_daily_ration_per_pen.ration_daily_feed_totals_for_pen_2_CLOSE_UP.dry_matter_intake_total (kg),AnimalModuleReporter.report_daily_ration_per_pen.ration_daily_feed_totals_for_pen_2_CLOSE_UP.byproducts_total (kg),AnimalModuleReporter.report_daily_ration_per_pen.ration_daily_feed_totals_for_pen_3_LAC_COW.44 (kg),AnimalModuleReporter.report_daily_ration_per_pen.ration_daily_feed_totals_for_pen_3_LAC_COW.51 (kg),AnimalModuleReporter.report_daily_ration_per_pen.ration_daily_feed_totals_for_pen_3_LAC_COW.66 (kg),AnimalModuleReporter.report_daily_ration_per_pen.ration_daily_feed_totals_for_pen_3_LAC_COW.110 (kg),AnimalModuleReporter.report_daily_ration_per_pen.ration_daily_feed_totals_for_pen_3_LAC_COW.167 (kg),AnimalModuleReporter.report_daily_ration_per_pen.ration_daily_feed_totals_for_pen_3_LAC_COW.301 (kg),AnimalModuleReporter.report_daily_ration_per_pen.ration_daily_feed_totals_for_pen_3_LAC_COW.dry_matter_intake_total (kg),AnimalModuleReporter.report_daily_ration_per_pen.ration_daily_feed_totals_for_pen_3_LAC_COW.byproducts_total (kg)
"Under construction, use the results with caution.",0,58.5,58.5,117.0,0.0,1356.0130202933158,1172.7439142951073,479.5764562069915,479.5764562069915,171.22952969175708,122.17940399880582,678.2294652634441,4459.548245956414,678.2294652634409,459.6604262390205,205.0166856853684,190.1692471387098,190.1692471387098,27.525388355905946,27.525388355905946,255.7284849223577,1355.7948678359783,255.7284849223577,1120.75899,3842.59317,1541.73123,1911.2414099999999,841.0275899999999,623.66265,9881.01504,2382.758819999981
,1,58.5,58.5,117.0,0.0,1356.0130202933158,1172.7439142951073,479.5764562069915,479.5764562069915,171.22952969175708,122.17940399880582,678.2294652634441,4459.548245956414,678.2294652634409,442.8435813766173,197.5160752334647,183.2118356580253,183.2118356580253,26.518361952641094,26.518361952641094,246.37256474227144,1306.192616573686,246.37256474227144,1129.380213,3872.151579,1553.590701,1925.9432669999999,847.497033,628.460055,9957.022847999999,2401.0877339999806
,2,57.0,57.0,114.0,0.0,1356.0130202933158,1172.7439142951073,479.5764562069915,479.5764562069915,171.22952969175708,122.17940399880582,678.2294652634441,4459.548245956414,678.2294652634409,571.7727253217084,255.02075536472657,236.5519903432732,236.5519903432732,34.23889771100496,34.23889771100496,318.1012861229327,1686.4765429179242,318.1012861229322,1129.380213,3872.151579,1553.590701,1925.9432669999999,847.497033,628.460055,9957.022847999999,2401.0877339999806
,3,63.0,63.0,126.0,0.0,1359.3945988975386,1175.6684627098082,480.7724074693531,480.7724074693531,171.6565360002153,122.48409079182031,679.9208105633529,4470.669313901442,679.9208105633497,437.23796642248294,195.0158717494968,180.89269849779714,180.89269849779714,26.182686484886144,26.182686484886144,243.25392468224268,1289.658532819589,243.25392468224268,1201.223738,4118.471654,1652.419626,2048.458742,901.409058,668.43843,10590.421247999999,2553.8286839999782
,4,61.5,61.5,123.0,0.0,1362.7761775017611,1178.5930111245093,481.96835873171466,481.96835873171466,172.08354230867357,122.78877758483479,681.6121558632617,4481.790381846469,681.6121558632585,431.63235146834853,192.5156682655289,178.57356133756898,178.57356133756898,25.84701101713119,25.84701101713119,240.13528462221393,1273.1244490654917,240.13528462221393,1204.097479,4128.324457,1656.372783,2053.359361,903.565539,670.037565,10615.757184,2559.938321999978
,5,63.0,63.0,126.0,0.0,1362.7761775017611,1178.5930111245093,481.96835873171466,481.96835873171466,172.08354230867357,122.78877758483479,681.6121558632617,4481.790381846469,681.6121558632585,414.81550660594536,185.01505781362516,171.61614985688448,171.61614985688448,24.839984613866342,24.839984613866342,230.77936444212767,1223.5221978031998,230.77936444212767,1212.718702,4157.882866,1668.232254,2068.061218,910.0349819999999,674.83497,10691.764991999999,2578.267235999978
,6,63.0,63.0,126.0,0.0,1366.157756105984,1181.5175595392102,483.16430999407623,483.16430999407623,172.5105486171318,123.09346437784926,683.3035011631706,4492.911449791498,683.3035011631673,397.99866174354213,177.51444736172144,164.65873837619998,164.65873837619998,23.83295821060149,23.83295821060149,221.42344426204141,1173.9199465409079,221.42344426204141,1221.339925,4187.441275,1680.091725,2082.763075,916.504425,679.632375,10767.772799999999,2596.5961499999776
,7,61.5,61.5,123.0,0.0,1369.5393347102067,1184.4421079539113,484.3602612564378,484.3602612564378,172.93755492559006,123.39815117086374,684.9948464630794,4504.032517736527,684.9948464630761,397.99866174354213,177.51444736172144,164.65873837619998,164.65873837619998,23.83295821060149,23.83295821060149,221.42344426204141,1173.9199465409079,221.42344426204141,1221.339925,4187.441275,1680.091725,2082.763075,916.504425,679.632375,10767.772799999999,2596.5961499999776
,8,63.0,63.0,126.0,0.0,1366.157756105984,1181.5175595392102,483.16430999407623,483.16430999407623,172.5105486171318,123.09346437784926,683.3035011631706,4492.911449791498,683.3035011631673,386.78743183527337,172.51404039378562,160.02046405574362,160.02046405574362,23.161607275091587,23.161607275091587,215.1861641419839,1140.8517790327132,215.1861641419839,1229.9611479999999,4216.999684,1691.951196,2097.464932,922.9738679999999,684.4297799999999,10843.780608000001,2614.9250639999773
,9,61.5,61.5,123.0,0.0,1369.5393347102067,1184.4421079539113,484.3602612564378,484.3602612564378,172.93755492559006,123.39815117086374,684.9948464630794,4504.032517736527,684.9948464630761,386.78743183527337,172.51404039378562,160.02046405574362,160.02046405574362,23.161607275091587,23.161607275091587,215.1861641419839,1140.8517790327132,215.1861641419839,1229.9611479999999,4216.999684,1691.951196,2097.464932,922.9738679999999,684.4297799999999,10843.780608000001,2614.9250639999773
