DISCLAIMER,AnimalModuleReporter.report_manure_excretions.CALF_PEN_0_urea (g/L),AnimalModuleReporter.report_manure_excretions.CALF_PEN_0_urine (kg),AnimalModuleReporter.report_manure_excretions.CALF_PEN_0_manure_total_ammoniacal_nitrogen (kg),AnimalModuleReporter.report_manure_excretions.CALF_PEN_0_urine_nitrogen (kg),AnimalModuleReporter.report_manure_excretions.CALF_PEN_0_manure_nitrogen (kg),AnimalModuleReporter.report_manure_excretions.CALF_PEN_0_manure_mass (kg),AnimalModuleReporter.report_manure_excretions.CALF_PEN_0_total_solids (kg),AnimalModuleReporter.report_manure_excretions.CALF_PEN_0_degradable_volatile_solids (kg),AnimalModuleReporter.report_manure_excretions.CALF_PEN_0_non_degradable_volatile_solids (kg),AnimalModuleReporter.report_manure_excretions.CALF_PEN_0_inorganic_phosphorus_fraction (unitless),AnimalModuleReporter.report_manure_excretions.CALF_PEN_0_organic_phosphorus_fraction (unitless),AnimalModuleReporter.report_manure_excretions.CALF_PEN_0_non_water_inorganic_phosphorus_fraction (unitless),AnimalModuleReporter.report_manure_excretions.CALF_PEN_0_non_water_organic_phosphorus_fraction (unitless),AnimalModuleReporter.report_manure_excretions.CALF_PEN_0_phosphorus (g),AnimalModuleReporter.report_manure_excretions.CALF_PEN_0_phosphorus_fraction (unitless),AnimalModuleReporter.report_manure_excretions.CALF_PEN_0_potassium (g),AnimalModuleReporter.report_manure_excretions.GROWING_PEN_1_urea (g/L),AnimalModuleReporter.report_manure_excretions.GROWING_PEN_1_urine (kg),AnimalModuleReporter.report_manure_excretions.GROWING_PEN_1_manure_total_ammoniacal_nitrogen (kg),AnimalModuleReporter.report_manure_excretions.GROWING_PEN_1_urine_nitrogen (kg),AnimalModuleReporter.report_manure_excretions.GROWING_PEN_1_manure_nitrogen (kg),AnimalModuleReporter.report_manure_excretions.GROWING_PEN_1_manure_mass (kg),AnimalModuleReporter.report_manure_excretions.GROWING_PEN_1_total_solids (kg),AnimalModuleReporter.report_manure_excretions.GROWING_PEN_1_degradable_volatile_solids (kg),AnimalModuleReporter.report_manure_excretions.GROWING_PEN_1_non_degradable_volatile_solids (kg),AnimalModuleReporter.report_manure_excretions.GROWING_PEN_1_inorganic_phosphorus_fraction (unitless),AnimalModuleReporter.report_manure_excretions.GROWING_PEN_1_organic_phosphorus_fraction (unitless),AnimalModuleReporter.report_manure_excretions.GROWING_PEN_1_non_water_inorganic_phosphorus_fraction (unitless),AnimalModuleReporter.report_manure_excretions.GROWING_PEN_1_non_water_organic_phosphorus_fraction (unitless),AnimalModuleReporter.report_manure_excretions.GROWING_PEN_1_phosphorus (g),AnimalModuleReporter.report_manure_excretions.GROWING_PEN_1_phosphorus_fraction (unitless),AnimalModuleReporter.report_manure_excretions.GROWING_PEN_1_potassium (g),AnimalModuleReporter.report_manure_excretions.CLOSE_UP_PEN_2_urea (g/L),AnimalModuleReporter.report_manure_excretions.CLOSE_UP_PEN_2_urine (kg),AnimalModuleReporter.report_manure_excretions.CLOSE_UP_PEN_2_manure_total_ammoniacal_nitrogen (kg),AnimalModuleReporter.report_manure_excretions.CLOSE_UP_PEN_2_urine_nitrogen (kg),AnimalModuleReporter.report_manure_excretions.CLOSE_UP_PEN_2_manure_nitrogen (kg),AnimalModuleReporter.report_manure_excretions.CLOSE_UP_PEN_2_manure_mass (kg),AnimalModuleReporter.report_manure_excretions.CLOSE_UP_PEN_2_total_solids (kg),AnimalModuleReporter.report_manure_excretions.CLOSE_UP_PEN_2_degradable_volatile_solids (kg),AnimalModuleReporter.report_manure_excretions.CLOSE_UP_PEN_2_non_degradable_volatile_solids (kg),AnimalModuleReporter.report_manure_excretions.CLOSE_UP_PEN_2_inorganic_phosphorus_fraction (unitless),AnimalModuleReporter.report_manure_excretions.CLOSE_UP_PEN_2_organic_phosphorus_fraction (unitless),AnimalModuleReporter.report_manure_excretions.CLOSE_UP_PEN_2_non_water_inorganic_phosphorus_fraction (unitless),AnimalModuleReporter.report_manure_excretions.CLOSE_UP_PEN_2_non_water_organic_phosphorus_fraction (unitless),AnimalModuleReporter.report_manure_excretions.CLOSE_UP_PEN_2_phosphorus (g),AnimalModuleReporter.report_manure_excretions.CLOSE_UP_PEN_2_phosphorus_fraction (unitless),AnimalModuleReporter.report_manure_excretions.CLOSE_UP_PEN_2_potassium (g),AnimalModuleReporter.report_manure_excretions.LAC_COW_PEN_3_urea (g/L),AnimalModuleReporter.report_manure_excretions.LAC_COW_PEN_3_urine (kg),AnimalModuleReporter.report_manure_excretions.LAC_COW_PEN_3_manure_total_ammoniacal_nitrogen (kg),AnimalModuleReporter.report_manure_excretions.LAC_COW_PEN_3_urine_nitrogen (kg),AnimalModuleReporter.report_manure_excretions.LAC_COW_PEN_3_manure_nitrogen (kg),AnimalModuleReporter.report_manure_excretions.LAC_COW_PEN_3_manure_mass (kg),AnimalModuleReporter.report_manure_excretions.LAC_COW_PEN_3_total_solids (kg),AnimalModuleReporter.report_manure_excretions.LAC_COW_PEN_3_degradable_volatile_solids (kg),AnimalModuleReporter.report_manure_excretions.LAC_COW_PEN_3_non_degradable_volatile_solids (kg),AnimalModuleReporter.report_manure_excretions.LAC_COW_PEN_3_inorganic_phosphorus_fraction (unitless),AnimalModuleReporter.report_manure_excretions.LAC_COW_PEN_3_organic_phosphorus_fraction (unitless),AnimalModuleReporter.report_manure_excretions.LAC_COW_PEN_3_non_water_inorganic_phosphorus_fraction (unitless),AnimalModuleReporter.report_manure_excretions.LAC_COW_PEN_3_non_water_organic_phosphorus_fraction (unitless),AnimalModuleReporter.report_manure_excretions.LAC_COW_PEN_3_phosphorus (g),AnimalModuleReporter.report_manure_excretions.LAC_COW_PEN_3_phosphorus_fraction (unitless),AnimalModuleReporter.report_manure_excretions.LAC_COW_PEN_3_potassium (g)
"Under construction, use the results with caution.",371.27999999999986,78.0,1.3629242250000007,1.3629242250000007,3.028720500000002,403.65000000000026,45.981,5.344314336820815,0.5938127040912016,0.017104650624094317,0.0017104650624094316,0.0,0.0,354.1004772200006,0.034209301248188634,0.0,5428.5112662511765,3609.0,61.677955111930835,61.677955111930835,96.27302610702333,15045.840926038809,1880.2707055280603,874.9144447137556,97.21271607930609,0.086779233909424,0.008677923390942394,0.0,0.0,6478.98485864339,0.173558467818848,77542.89915485603,1116.468414669325,1078.3999999999992,17.84698465299091,17.84698465299091,28.17342936058963,2913.105041182263,456.13390157220573,401.70625647536787,48.687585547376464,0.014902607097498743,0.0014902607097498747,0.0,0.0,1039.5131753643595,0.029805214194997487,22192.863851487244,2852.3998588760796,6252.422845752537,61.27810638752477,61.27810638752477,169.3653757167614,32302.88223380951,4105.28719016031,3525.7002987075434,396.78013548252846,0.17964126117469728,0.01796412611746974,0.0,0.0,29684.10136325522,0.35928252234939456,115273.57193875474
,390.3199999999998,82.0,1.4328177750000008,1.4328177750000008,3.1840395000000026,424.3500000000003,48.339000000000006,5.585790214008308,0.620643357112034,0.00340316768035994,0.000340316768035994,0.0,0.0,70.45237731881149,0.00680633536071988,0.0,5428.5112662511765,3609.0,61.677955111930835,61.677955111930835,96.27302610702333,15038.517538600398,1880.2707055280603,876.8703250174312,97.43003611304782,0.04367575802917562,0.004367575802917565,0.0,0.0,3226.6462310003703,0.08735151605835124,77542.89915485603,1042.2595841200039,1014.1999999999989,16.73154811217897,16.73154811217897,26.412590025552777,2718.934049622768,427.6255327239428,377.2531858214855,45.75342285497474,0.01203910202700715,0.0012039102027007146,0.0,0.0,867.2601091485166,0.0240782040540143,20805.809860769285,2918.8938556865946,6311.3409634052105,62.191701398166025,62.191701398166025,171.3677233179927,32651.184964756645,4148.218934888699,3561.0524850915044,400.7453168834235,0.18114266851593783,0.018114266851593803,0.0,0.0,29837.234412980684,0.36228533703187565,116710.97455980537
,380.79999999999984,80.0,1.3978710000000008,1.3978710000000008,3.1063800000000024,414.0000000000003,47.160000000000004,5.4664229418533585,0.6073803268725954,0.0025409121949188174,0.00025409121949188177,0.0,0.0,52.60196425920936,0.005081824389837635,0.0,5424.493831671997,3602.0,61.5590915250557,61.5590915250557,96.11060324765418,15013.093013785556,1876.760751150185,874.4036944415261,97.1559660490584,0.043720825137026915,0.004372082513702694,0.0,0.0,3225.2401809742587,0.08744165027405383,77349.52534150227,1078.5699658027886,1069.1373241992992,17.352778868370596,17.352778868370596,27.950684252138398,2990.8953523265977,463.8428842909035,408.89007726184684,49.305793706580786,0.01385848388668056,0.001385848388668056,0.0,0.0,1136.362977054209,0.02771696777336112,21881.764698886454,2863.3538439598838,6272.127892455535,61.387878453565094,61.387878453565094,170.4722252277668,32620.135973677316,4140.729497499828,3554.656185691853,399.8422359025359,0.1811889021031583,0.018118890210315826,0.0,0.0,29988.968435890667,0.3623778042063166,115912.30791892968
,380.79999999999984,80.0,1.3978710000000008,1.3978710000000008,3.1063800000000024,414.0000000000003,47.160000000000004,5.527114042945913,0.6141237825495458,0.0025742066395603312,0.00025742066395603307,0.0,0.0,53.291225852178016,0.0051484132791206625,0.0,5428.5112662511765,3609.0,61.677955111930835,61.677955111930835,96.27302610702333,15038.941086993975,1880.2707055280603,876.7572066049951,97.41746740055507,0.04368137464626471,0.00436813746462647,0.0,0.0,3226.5677370017647,0.08736274929252942,77542.89915485603,1032.3491703539105,1041.9416551652314,16.887354910284465,16.887354910284465,26.845260647958273,2745.163447150608,438.1349984536379,390.1390812502179,47.34234580555832,0.012690877633676444,0.0012690877633676446,0.0,0.0,943.0127686547922,0.02538175526735289,21100.003535690423,3365.786982467303,6505.1494951052655,67.03234166768168,67.03234166768168,179.1959191475532,33945.45842496404,4278.46354978109,3647.6774497491574,410.2379299590378,0.18444949616567732,0.018444949616567757,0.0,0.0,30283.715655216078,0.36889899233135465,122830.79499574202
,428.39999999999975,90.0,1.5726048750000012,1.5726048750000012,3.4946775000000034,465.7500000000004,53.055000000000014,5.86334914581449,0.6514832384238319,0.005504110116492806,0.0005504110116492807,0.0,0.0,113.94608763163411,0.011008220232985613,0.0,5447.551266251177,3613.0,61.74784866193084,61.74784866193084,96.42834510702332,15052.307268628643,1882.6287055280604,879.0737634927674,97.67486261030741,0.04387531710736731,0.004387531710736729,0.0,0.0,3229.7668380574314,0.08775063421473463,77542.89915485603,1004.3841339212003,1017.999999999999,16.508460804016583,16.508460804016583,26.060422158545407,2610.8320865579494,421.9238589542902,376.9286928862199,45.86213797903659,0.012293277145041647,0.001229327714504164,0.0,0.0,863.8696013664722,0.024586554290083294,20528.399062625693,3110.707453186024,6639.497677450071,65.72922302252731,65.72922302252731,181.99332652191933,34732.64571890801,4414.869488281506,3789.742954502239,426.34504536961947,0.18839549998020486,0.018839549998020476,0.0,0.0,31123.104923729945,0.3767909999604097,123821.97138824551
,418.87999999999977,88.0,1.5376581000000011,1.5376581000000011,3.417018000000003,455.4000000000004,51.87600000000001,5.655178493305872,0.6283531659228747,0.003032081343918144,0.00030320813439181426,0.0,0.0,62.77014798179341,0.006064162687836288,0.0,5447.551266251177,3613.0,61.74784866193084,61.74784866193084,96.42834510702332,15074.44895816608,1882.6287055280604,873.1693451598532,97.01881612887244,0.04384379438369721,0.004384379438369727,0.0,0.0,3231.733266904288,0.08768758876739442,77542.89915485603,986.2665134640662,974.3999999999991,15.923732295117315,15.923732295117315,25.13191540925419,2552.4898483437046,408.4950726314308,364.37296356864186,44.17751715445633,0.011631767213242815,0.0011631767213242808,0.0,0.0,837.018792541833,0.02326353442648563,19805.503496758836,3121.925193123719,6733.220520917548,66.4870112350631,66.4870112350631,183.5630035007451,34955.15636481497,4447.2917672802005,3819.787993532462,429.925311675992,0.19680011555814358,0.01968001155581437,0.0,0.0,32399.00895581511,0.39360023111628717,124965.18033437499
,428.39999999999975,90.0,1.5726048750000012,1.5726048750000012,3.4946775000000034,465.7500000000004,53.055000000000014,5.812507128176116,0.6458341253529021,0.0031020575000523733,0.0003102057500052373,0.0,0.0,64.21879436608423,0.006204115000104747,0.0,5455.586135409536,3627.0,61.98557583568111,61.98557583568111,96.7531908257616,15133.370098479041,1889.6486142838112,875.9430123811939,97.32700137568821,0.043763574732656116,0.004376357473265617,0.0,0.0,3234.837120902961,0.08752714946531223,77929.64678156354,960.7060328624578,949.7049953985313,15.481550551253257,15.481550551253257,24.812756201312176,2620.7229152743766,408.73274779576485,362.3866920258584,43.7644392687762,0.01192407687789289,0.0011924076877892883,0.0,0.0,961.9264827606269,0.02384815375578578,19452.321623606418,3144.7131141977293,6759.828040952114,66.7986248312741,66.7986248312741,184.42834474555613,35149.75040701526,4468.31069873959,3836.268497625852,431.7088676445337,0.1975509424429905,0.019755094244299047,0.0,0.0,32580.498171493196,0.395101884885981,125553.56768421728
,418.87999999999977,88.0,1.5376581000000011,1.5376581000000011,3.417018000000003,455.4000000000004,51.87600000000001,5.620354118975172,0.6244837909972412,0.0029809963220318036,0.00029809963220318056,0.0,0.0,61.712585858702454,0.005961992644063607,0.0,5474.626135409537,3631.0,62.055469385681114,62.055469385681114,96.9085098257616,15146.663849730267,1892.0066142838114,878.2723114479218,97.58581238310244,0.04392552323726447,0.00439255232372645,0.0,0.0,3234.8167621269536,0.08785104647452895,77929.64678156354,963.3841797238956,971.1055468003926,15.704637859415643,15.704637859415643,25.164924068319547,2623.9701912796545,414.43442156541744,369.0105303546058,44.64519119995059,0.012246127533445766,0.0012246127533445765,0.0,0.0,979.5602327599621,0.02449225506689153,19729.73242175001,3124.6316761747694,6746.253302749455,66.44097650299793,66.44097650299793,184.237182389345,35231.83438310187,4472.224608890024,3838.419339650822,431.75546904415955,0.19773900281839737,0.01977390028183974,0.0,0.0,32697.85658806059,0.39547800563679475,125309.72263962879
,418.87999999999977,88.0,1.5376581000000011,1.5376581000000011,3.417018000000003,455.4000000000004,51.87600000000001,5.687095139962656,0.6318994599958506,0.0026201922510954946,0.00026201922510954944,0.0,0.0,54.24321998217894,0.005240384502190989,0.0,5482.661004567895,3645.0,62.29319655943139,62.29319655943139,97.23335554449989,15205.723241915299,1899.026523039562,881.0246902338401,97.8916322482044,0.043884585147773644,0.004388458514777369,0.0,0.0,3243.06853106743,0.08776917029554729,78316.39440827105,918.8771809680055,938.3999999999991,15.169936955042264,15.169936955042264,23.947414956501184,2384.9625443235905,387.7138163363747,347.9727403973884,42.35527013542817,0.011120606267412311,0.0011120606267412305,0.0,0.0,793.8731509580697,0.022241212534824622,18863.934273764142,3158.69973661409,6793.796104379388,67.04295791742821,67.04295791742821,185.37418874576528,35402.976217446725,4494.137422159023,3857.0471334079207,433.90999575057157,0.19801096943482094,0.01980109694348208,0.0,0.0,32723.91441190367,0.3960219388696419,126158.73791083712
,428.39999999999975,90.0,1.5726048750000012,1.5726048750000012,3.4946775000000034,465.7500000000004,53.055000000000014,5.755992098696185,0.6395546776329095,0.0034522704501644325,0.00034522704501644314,0.0,0.0,71.46890285930407,0.006904540900328865,0.0,5492.181004567896,3647.0,62.32814333443139,62.32814333443139,97.31101504449988,15208.621913219336,1900.2055230395622,883.1980385271223,98.13311539190255,0.0439542853253341,0.00439542853253341,0.0,0.0,3242.110053714748,0.0879085706506682,78316.39440827105,887.4218268952817,913.9999999999992,14.723762338717492,14.723762338717492,23.243079222486443,2300.4387889645373,376.3104687970695,338.9145094805977,41.27641508623909,0.011553341233364399,0.00115533412333644,0.0,0.0,813.0777281692599,0.023106682466728798,18309.11267747696,3160.4232914230483,6832.94556036014,67.28729100358233,67.28729100358233,186.32003274597443,35599.351429830494,4519.964145578456,3879.421927868512,436.43324471553666,0.19942227741412155,0.019942227741412178,0.0,0.0,32964.698115127314,0.3988445548282431,126763.90813745697
